"breakdownTime";"employees";"siteTraffic";"errorCode";"topic";"hoursToImprove"
"2019-02-13";8;59300;"404-S1";"economics";31,3
"2021-03-20";19;969617;"403-S2";"mathematics";15,1
"2021-04-15";30;730889;"404-S1";"medicine";40,3
"2020-05-20";16;937162;"403-S1";"mathematics";14,6
"2022-01-14";24;541485;"403-S1";"economics";22,4
"2021-11-17";13;498813;"400-S1";"mathematics";14,8
"2019-09-14";12;922421;"400-S1";"mathematics";14,8
"2018-11-09";11;738125;"403-S2";"economics";23,8
"2020-10-31";21;235184;"400-S1";"economics";22,5
"2021-01-21";17;194295;"400-S1";"economics";22,6
"2022-08-15";15;425381;"403-S1";"mathematics";14,7
"2022-07-29";15;925204;"404-S1";"mathematics";22,7
"2019-02-12";20;313844;"403-S1";"mathematics";14,5
"2018-09-10";28;426332;"403-S1";"medicine";32,4
"2021-04-03";6;690190;"404-S1";"mathematics";23,7
"2021-12-12";20;509559;"404-S1";"economics";30,5
"2022-12-10";13;810197;"404-S1";"medicine";40,8
"2021-06-30";25;616489;"404-S1";"mathematics";22,4
"2018-02-06";14;112998;"403-S1";"economics";22,7
"2019-09-02";12;315800;"403-S1";"medicine";32,8
"2018-05-04";30;957753;"403-S1";"economics";22,3
"2022-12-29";5;564599;"403-S2";"mathematics";18
"2021-10-01";7;513795;"403-S2";"mathematics";16,9
"2020-05-19";27;924068;"404-S2";"mathematics";22,7
"2021-07-21";27;610614;"403-S1";"mathematics";14,4
"2022-11-16";15;986266;"403-S1";"mathematics";14,7
"2021-04-07";28;123201;"403-S1";"economics";22,4
"2018-07-12";29;408997;"403-S1";"economics";22,3
"2020-01-28";7;906220;"404-S1";"medicine";41,4
"2022-10-27";29;676759;"404-S1";"medicine";40,3
"2019-08-04";17;337311;"400-S2";"mathematics";15,2
"2022-08-09";30;610792;"404-S1";"economics";30,3
"2021-11-07";30;385962;"403-S1";"economics";22,3
"2018-06-28";7;55788;"403-S2";"mathematics";16,9
"2022-03-25";14;136919;"404-S1";"medicine";40,7
"2019-08-16";9;856270;"403-S2";"mathematics";16,2
"2019-10-23";21;834625;"404-S1";"economics";30,5
"2019-12-24";6;470977;"400-S1";"mathematics";15,7
"2018-02-25";11;931668;"403-S1";"mathematics";14,9
"2022-11-21";21;855443;"403-S1";"mathematics";14,5
"2022-12-07";13;772247;"400-S1";"economics";22,8
"2019-10-09";22;159542;"403-S1";"mathematics";14,5
"2019-11-23";6;97644;"404-S2";"medicine";43,3
"2022-04-21";15;653931;"403-S1";"medicine";32,7
"2019-06-02";27;732698;"400-S1";"mathematics";14,4
"2021-06-29";9;864011;"403-S1";"economics";23,1
"2018-01-15";28;445402;"404-S2";"economics";30,7
"2019-11-10";20;855985;"400-S1";"economics";22,5
"2019-01-01";28;35347;"404-S2";"economics";30,7
"2019-07-07";18;362448;"400-S1";"economics";22,6
"2022-09-06";9;651253;"403-S1";"medicine";33,1
"2019-04-07";26;914086;"404-S1";"medicine";40,4
"2019-01-26";9;379240;"404-S2";"mathematics";24,2
"2022-01-06";24;823235;"404-S1";"medicine";40,4
"2020-12-01";27;573442;"400-S1";"medicine";32,4
"2022-12-01";24;46132;"404-S1";"medicine";40,4
"2020-04-28";24;127540;"403-S2";"economics";22,8
"2020-06-06";13;830769;"403-S1";"economics";22,8
"2022-03-12";9;633204;"400-S1";"mathematics";15,1
"2022-01-16";16;299961;"403-S1";"mathematics";14,6
"2021-01-08";11;357105;"403-S1";"mathematics";14,9
"2021-06-28";5;607763;"400-S1";"medicine";34
"2018-10-06";5;213954;"403-S2";"mathematics";18
"2021-03-16";8;951758;"404-S1";"mathematics";23,3
"2020-08-30";14;457136;"404-S2";"mathematics";23,4
"2020-12-10";7;786696;"404-S1";"mathematics";23,4
"2021-10-12";24;38218;"400-S1";"economics";22,4
"2021-04-14";19;952201;"403-S1";"mathematics";14,5
"2020-03-28";22;267645;"404-S1";"mathematics";22,5
"2018-11-02";15;726559;"403-S2";"economics";23,3
"2019-09-21";5;799567;"404-S2";"mathematics";26
"2020-08-03";16;753573;"404-S2";"mathematics";23,3
"2021-03-29";25;225403;"404-S1";"medicine";40,4
"2021-08-02";11;539258;"403-S1";"mathematics";14,9
"2019-11-12";6;626665;"404-S2";"mathematics";25,3
"2018-09-30";30;81187;"403-S1";"mathematics";14,3
"2020-01-01";13;510863;"404-S1";"mathematics";22,8
"2019-04-23";24;979901;"403-S1";"medicine";32,4
"2018-07-31";12;36202;"403-S1";"medicine";32,8
"2022-02-15";7;552189;"404-S2";"economics";32,9
"2020-09-13";8;179203;"404-S1";"mathematics";23,3
"2022-08-04";12;575450;"403-S2";"economics";23,7
"2019-11-08";16;377612;"404-S1";"mathematics";22,6
"2021-02-22";15;878706;"403-S2";"mathematics";15,3
"2020-03-18";6;358346;"400-S1";"mathematics";15,7
"2019-10-01";25;634651;"403-S1";"economics";22,4
"2022-07-07";30;997015;"404-S1";"mathematics";22,3
"2021-01-02";28;148799;"400-S1";"mathematics";14,4
"2022-03-19";19;205506;"400-S1";"mathematics";14,5
"2019-05-09";9;772708;"404-S2";"mathematics";24,2
"2019-04-11";21;864660;"404-S1";"mathematics";22,5
"2018-08-13";20;588904;"403-S2";"mathematics";15
"2022-11-12";29;887708;"403-S2";"mathematics";14,7
"2021-02-10";21;498338;"404-S2";"economics";31
"2019-12-11";20;837254;"400-S1";"mathematics";14,5
"2018-12-16";24;564371;"400-S2";"economics";22,8
"2021-05-31";12;544285;"400-S1";"economics";22,8
"2021-08-03";27;227926;"404-S2";"mathematics";22,7
"2019-12-16";26;213920;"403-S1";"economics";22,4
"2019-04-12";25;134635;"403-S1";"mathematics";14,4
"2021-02-06";9;822055;"404-S1";"medicine";41,1
"2020-07-17";5;782963;"400-S1";"mathematics";16
"2019-12-02";27;712406;"400-S1";"economics";22,4
"2019-03-04";28;58181;"403-S2";"mathematics";14,7
"2018-05-22";26;722706;"400-S1";"medicine";32,4
"2020-07-04";17;324190;"404-S1";"mathematics";22,6
"2022-11-29";13;933126;"403-S1";"mathematics";14,8
"2020-12-04";27;277862;"404-S2";"mathematics";22,7
"2019-02-12";18;409898;"403-S1";"mathematics";14,6
"2018-03-23";19;411862;"400-S2";"mathematics";15,1
"2022-03-12";6;857429;"404-S1";"medicine";41,7
"2018-08-23";16;344987;"404-S1";"mathematics";22,6
"2021-01-05";12;758810;"403-S1";"mathematics";14,8
"2021-08-01";8;40967;"403-S2";"mathematics";16,5
"2020-09-12";9;956488;"403-S1";"mathematics";15,1
"2020-01-03";27;705043;"404-S1";"mathematics";22,4
"2022-05-25";18;921897;"403-S1";"mathematics";14,6
"2019-05-19";22;445442;"403-S1";"medicine";32,5
"2019-11-17";13;985153;"400-S2";"mathematics";15,5
"2022-06-24";24;988112;"404-S2";"medicine";40,8
"2022-05-16";27;853777;"400-S1";"economics";22,4
"2019-05-09";27;876930;"404-S1";"mathematics";22,4
"2021-01-09";10;446611;"400-S1";"mathematics";15
"2022-10-14";16;794588;"403-S1";"medicine";32,6
"2019-04-27";30;474449;"400-S1";"medicine";32,3
"2020-02-03";14;524884;"403-S1";"economics";22,7
"2018-09-21";12;303087;"404-S1";"mathematics";22,8
"2020-10-26";26;946902;"404-S2";"economics";30,8
"2020-07-07";8;251571;"404-S2";"economics";32,5
"2020-12-03";9;775160;"404-S2";"mathematics";24,2
"2021-04-15";16;871403;"403-S2";"medicine";33,3
"2018-06-22";11;789234;"403-S1";"economics";22,9
"2022-03-19";7;865893;"403-S1";"mathematics";15,4
"2020-12-08";9;718025;"403-S1";"medicine";33,1
"2018-11-05";29;547053;"404-S2";"economics";30,7
"2022-03-09";5;276160;"403-S1";"mathematics";16
"2022-01-21";26;102887;"403-S2";"economics";22,8
"2022-02-01";28;319849;"400-S1";"mathematics";14,4
"2018-10-29";7;631971;"404-S2";"mathematics";24,9
"2018-03-02";22;585661;"400-S2";"economics";22,9
"2021-12-01";9;368390;"404-S1";"mathematics";23,1
"2020-04-27";27;36038;"403-S1";"economics";22,4
"2018-08-01";7;199776;"404-S2";"mathematics";24,9
"2021-02-16";27;435018;"403-S1";"economics";22,4
"2018-05-20";24;121486;"404-S1";"economics";30,4
"2020-06-08";16;305308;"400-S1";"economics";22,6
"2021-10-02";25;271663;"403-S1";"economics";22,4
"2018-10-31";25;830578;"403-S1";"mathematics";14,4
"2022-01-20";5;474791;"403-S1";"mathematics";16
"2022-05-20";29;953360;"404-S1";"mathematics";22,3
"2019-04-27";5;550917;"400-S2";"medicine";36
"2018-06-05";22;676748;"403-S1";"mathematics";14,5
"2021-10-14";17;640916;"400-S1";"medicine";32,6
"2020-12-01";24;249018;"404-S1";"economics";30,4
"2019-07-17";7;548964;"404-S2";"economics";32,9
"2022-11-22";19;84569;"404-S1";"economics";30,5
"2022-04-25";11;480683;"400-S2";"economics";23,8
"2021-03-10";9;920734;"404-S2";"economics";32,2
"2018-07-09";9;653384;"404-S1";"medicine";41,1
"2019-12-14";21;107912;"404-S1";"mathematics";22,5
"2020-01-31";19;271656;"403-S2";"medicine";33,1
"2021-09-21";26;201101;"400-S2";"economics";22,8
"2020-04-07";27;380933;"403-S1";"economics";22,4
"2020-10-26";29;444578;"403-S2";"mathematics";14,7
"2018-03-13";17;769597;"403-S2";"medicine";33,2
"2018-09-30";12;584157;"403-S1";"medicine";32,8
"2022-08-06";11;103967;"403-S2";"mathematics";15,8
"2020-07-11";21;914391;"400-S1";"medicine";32,5
"2021-02-26";18;630254;"403-S2";"mathematics";15,1
"2022-10-01";30;34547;"403-S1";"mathematics";14,3
"2019-10-26";13;636766;"404-S1";"mathematics";22,8
"2019-02-22";17;309695;"404-S1";"economics";30,6
"2021-07-14";22;106841;"400-S2";"mathematics";14,9
"2022-03-19";23;547337;"404-S2";"mathematics";22,9
"2021-02-20";12;90804;"404-S1";"mathematics";22,8
"2021-01-30";13;120356;"400-S1";"mathematics";14,8
"2020-04-09";12;929656;"404-S1";"economics";30,8
"2021-12-17";13;121415;"400-S1";"mathematics";14,8
"2021-06-22";8;168076;"403-S2";"mathematics";16,5
"2021-09-11";14;455294;"404-S1";"mathematics";22,7
"2018-06-15";10;347427;"403-S1";"mathematics";15
"2018-08-01";30;739039;"404-S2";"mathematics";22,7
"2022-07-10";27;904112;"404-S1";"economics";30,4
"2021-04-30";23;40659;"403-S1";"mathematics";14,4
"2021-06-29";8;870460;"400-S2";"mathematics";16,5
"2022-09-23";23;236461;"403-S1";"mathematics";14,4
"2019-05-30";5;712417;"403-S1";"mathematics";16
"2021-11-20";9;378185;"403-S1";"mathematics";15,1
"2020-04-22";9;85859;"403-S1";"economics";23,1
"2019-05-31";23;995904;"403-S1";"mathematics";14,4
"2019-05-23";10;313453;"403-S2";"mathematics";16
"2021-01-13";24;341266;"404-S1";"mathematics";22,4
"2021-10-28";14;156009;"400-S1";"mathematics";14,7
"2020-02-17";20;928501;"403-S1";"mathematics";14,5
"2022-12-20";12;750808;"403-S1";"mathematics";14,8
"2022-06-24";24;155535;"404-S1";"mathematics";22,4
"2018-12-15";20;255815;"403-S1";"mathematics";14,5
"2018-09-18";9;219013;"404-S1";"medicine";41,1
"2019-10-21";30;133761;"403-S1";"mathematics";14,3
"2018-03-04";19;299248;"400-S1";"mathematics";14,5
"2019-01-27";29;76571;"403-S1";"economics";22,3
"2021-12-03";26;132285;"403-S1";"mathematics";14,4
"2018-12-26";17;643446;"404-S1";"medicine";40,6
"2019-05-10";27;923707;"404-S1";"mathematics";22,4
"2020-10-23";15;275139;"403-S2";"economics";23,3
"2019-11-18";29;414282;"400-S1";"mathematics";14,3
"2019-04-05";20;820120;"404-S2";"mathematics";23
"2018-05-10";22;460661;"400-S1";"economics";22,5
"2020-05-25";5;992917;"403-S1";"medicine";34
"2020-10-11";22;382512;"403-S2";"mathematics";14,9
"2018-03-28";17;46573;"403-S2";"mathematics";15,2
"2020-11-04";27;81657;"403-S1";"medicine";32,4
"2022-10-17";8;734257;"404-S2";"economics";32,5
"2021-08-08";18;350152;"400-S1";"medicine";32,6
"2018-10-08";21;160037;"404-S1";"medicine";40,5
"2021-01-22";28;476100;"403-S1";"medicine";32,4
"2018-10-05";16;83976;"403-S1";"mathematics";14,6
"2022-10-31";11;330045;"403-S1";"medicine";32,9
"2018-08-16";6;486739;"404-S2";"economics";33,3
"2018-06-24";21;120488;"403-S1";"mathematics";14,5
"2021-11-24";18;790172;"403-S2";"mathematics";15,1
"2018-05-31";7;937163;"404-S2";"medicine";42,9
"2021-09-14";20;741958;"404-S1";"medicine";40,5
"2021-06-28";19;263002;"404-S1";"economics";30,5
"2018-04-08";27;113026;"403-S1";"medicine";32,4
"2019-07-18";7;308520;"404-S1";"economics";31,4
"2018-09-13";18;116562;"404-S1";"medicine";40,6
"2022-12-02";26;968002;"404-S2";"medicine";40,8
"2022-11-25";12;363127;"403-S1";"economics";22,8
"2018-04-18";22;737426;"403-S1";"economics";22,5
"2018-07-28";5;162617;"400-S2";"economics";26
"2022-05-16";14;99233;"404-S2";"mathematics";23,4
"2019-04-15";22;900785;"400-S1";"economics";22,5
"2019-06-18";19;578338;"403-S1";"mathematics";14,5
"2022-01-23";21;769976;"400-S1";"economics";22,5
"2020-03-08";14;573358;"404-S1";"economics";30,7
"2021-12-01";16;870648;"404-S2";"mathematics";23,3
"2018-03-13";11;135902;"403-S1";"economics";22,9
"2018-08-24";9;338800;"400-S1";"economics";23,1
"2018-06-22";25;234180;"403-S1";"mathematics";14,4
"2021-01-06";29;49971;"404-S2";"medicine";40,7
"2022-06-18";11;273959;"403-S2";"mathematics";15,8
"2018-11-16";22;100618;"404-S1";"medicine";40,5
"2021-12-21";25;219171;"403-S1";"mathematics";14,4
"2022-02-24";6;687346;"404-S1";"economics";31,7
"2019-01-23";19;747910;"403-S2";"economics";23,1
"2018-10-06";11;484150;"404-S1";"economics";30,9
"2022-06-27";10;215377;"403-S1";"economics";23
"2019-03-26";5;392540;"403-S2";"economics";26
"2019-05-13";30;173642;"403-S2";"mathematics";14,7
"2021-07-07";27;974540;"400-S2";"mathematics";14,7
"2019-10-07";25;574840;"400-S1";"mathematics";14,4
"2021-05-28";28;848717;"404-S1";"medicine";40,4
"2021-09-11";20;121508;"404-S2";"economics";31
"2020-10-28";7;297305;"403-S1";"mathematics";15,4
"2021-12-25";20;612102;"400-S2";"economics";23
"2019-01-23";7;632580;"403-S1";"mathematics";15,4
"2020-01-25";17;906564;"404-S1";"medicine";40,6
"2020-11-05";16;282668;"404-S1";"medicine";40,6
"2021-05-24";24;319112;"403-S2";"mathematics";14,8
"2022-12-20";30;146226;"403-S1";"medicine";32,3
"2019-09-27";23;732363;"403-S2";"economics";22,9
"2021-02-28";24;310826;"403-S2";"mathematics";14,8
"2020-06-10";20;813209;"404-S2";"mathematics";23
"2019-09-04";6;615925;"403-S2";"economics";25,3
"2022-02-14";21;491422;"403-S2";"mathematics";15
"2021-08-07";10;327048;"403-S1";"medicine";33
"2021-05-25";6;46672;"403-S1";"mathematics";15,7
"2021-02-06";18;458997;"404-S2";"medicine";41,1
"2020-09-03";15;698351;"403-S1";"mathematics";14,7
"2020-01-02";19;474331;"404-S1";"economics";30,5
"2021-03-01";30;995283;"400-S1";"mathematics";14,3
"2022-02-11";7;585226;"404-S2";"mathematics";24,9
"2018-03-30";17;193488;"404-S1";"medicine";40,6
"2019-02-23";29;926838;"404-S2";"mathematics";22,7
"2021-04-03";10;144748;"400-S1";"mathematics";15
"2018-01-29";10;119286;"400-S1";"economics";23
"2019-04-10";6;805274;"404-S1";"economics";31,7
"2021-05-21";22;654419;"404-S2";"mathematics";22,9
"2018-12-14";22;937436;"400-S1";"economics";22,5
"2021-01-01";27;424914;"404-S1";"economics";30,4
"2020-06-22";15;946984;"403-S1";"mathematics";14,7
"2022-08-24";28;523936;"400-S1";"medicine";32,4
"2019-05-05";17;969578;"404-S1";"economics";30,6
"2020-07-03";22;496334;"404-S1";"economics";30,5
"2020-01-30";22;660347;"403-S2";"economics";22,9
"2019-06-03";20;837199;"403-S1";"medicine";32,5
"2019-08-15";18;112166;"400-S1";"mathematics";14,6
"2020-12-07";6;587411;"400-S1";"economics";23,7
"2021-06-13";8;306414;"400-S1";"medicine";33,3
"2020-12-27";13;468394;"404-S2";"economics";31,5
"2021-10-01";19;734189;"404-S1";"economics";30,5
"2018-10-15";6;912717;"404-S1";"mathematics";23,7
"2021-10-27";8;456490;"404-S1";"economics";31,3
"2019-06-15";23;254485;"400-S1";"economics";22,4
"2020-08-24";30;915411;"404-S1";"economics";30,3
"2018-05-27";27;617002;"404-S2";"medicine";40,7
"2019-08-23";10;575337;"403-S2";"medicine";34
"2018-09-16";9;195894;"400-S1";"economics";23,1
"2022-12-06";28;767239;"403-S1";"economics";22,4
"2021-02-17";14;889020;"404-S1";"medicine";40,7
"2022-01-24";28;455977;"403-S1";"mathematics";14,4
"2022-11-22";29;150370;"404-S1";"mathematics";22,3
"2020-03-06";6;715697;"400-S2";"economics";25,3
"2021-04-19";8;22675;"404-S1";"mathematics";23,3
"2018-02-15";15;837875;"403-S1";"medicine";32,7
"2021-06-04";8;653483;"404-S1";"mathematics";23,3
"2021-12-08";6;641112;"404-S2";"economics";33,3
"2019-05-21";23;775150;"403-S1";"mathematics";14,4
"2018-11-21";30;631712;"400-S1";"medicine";32,3
"2021-06-03";22;792591;"404-S1";"mathematics";22,5
"2019-05-01";19;273165;"404-S2";"mathematics";23,1
"2019-06-14";12;681531;"400-S2";"mathematics";15,7
"2019-06-18";27;135075;"400-S1";"mathematics";14,4
"2021-04-13";23;189000;"403-S1";"mathematics";14,4
"2018-02-28";12;694710;"404-S2";"medicine";41,7
"2021-09-02";23;580507;"400-S1";"mathematics";14,4
"2020-05-18";10;791769;"403-S2";"economics";24
"2021-12-02";19;979835;"400-S1";"mathematics";14,5
"2020-05-27";12;432550;"404-S1";"economics";30,8
"2019-08-05";15;263507;"403-S1";"mathematics";14,7
"2019-06-29";5;851922;"403-S1";"mathematics";16
"2021-11-25";11;802857;"403-S2";"mathematics";15,8
"2022-09-13";8;692653;"403-S1";"mathematics";15,3
"2022-07-07";13;334151;"404-S2";"mathematics";23,5
"2022-10-29";10;431526;"404-S2";"medicine";42
"2022-04-06";9;363058;"403-S1";"mathematics";15,1
"2018-04-11";9;255633;"404-S1";"medicine";41,1
"2019-01-03";5;102029;"404-S1";"mathematics";24
"2022-02-27";24;654514;"404-S1";"economics";30,4
"2021-04-07";18;575916;"404-S1";"medicine";40,6
"2018-06-14";7;76543;"404-S1";"economics";31,4
"2020-12-07";14;27897;"404-S1";"mathematics";22,7
"2022-01-14";13;411304;"404-S1";"economics";30,8
"2020-10-15";24;826183;"404-S2";"mathematics";22,8
"2022-03-21";29;947916;"400-S2";"mathematics";14,7
"2021-03-03";15;689968;"403-S1";"medicine";32,7
"2022-05-07";30;904431;"400-S2";"economics";22,7
"2021-10-22";8;438789;"404-S2";"economics";32,5
"2019-01-08";13;164708;"404-S2";"mathematics";23,5
"2021-07-09";8;415613;"400-S2";"economics";24,5
"2020-03-22";7;233225;"403-S2";"medicine";34,9
"2022-11-24";30;561754;"403-S1";"economics";22,3
"2018-10-17";15;316643;"403-S2";"medicine";33,3
"2019-10-05";15;63739;"404-S1";"mathematics";22,7
"2019-04-28";13;481542;"404-S2";"mathematics";23,5
"2021-04-15";19;688367;"404-S1";"economics";30,5
"2022-07-26";29;491177;"400-S1";"economics";22,3
"2022-12-30";28;31895;"404-S1";"economics";30,4
"2021-02-28";15;81751;"403-S2";"economics";23,3
"2021-12-27";22;339383;"400-S1";"medicine";32,5
"2022-12-07";5;96762;"403-S2";"medicine";36
"2022-01-13";10;647307;"404-S1";"economics";31
"2021-07-21";24;904296;"403-S2";"medicine";32,8
"2018-12-26";8;185642;"404-S1";"mathematics";23,3
"2022-10-01";11;155596;"400-S1";"economics";22,9
"2020-04-10";25;54628;"403-S2";"mathematics";14,8
"2022-06-05";18;236098;"403-S1";"economics";22,6
"2020-05-21";25;253793;"404-S1";"medicine";40,4
"2018-03-08";22;572042;"403-S1";"mathematics";14,5
"2019-04-04";10;900685;"400-S1";"economics";23
"2020-04-23";17;740903;"400-S1";"mathematics";14,6
"2022-12-16";18;118842;"403-S1";"economics";22,6
"2020-04-20";13;265288;"400-S2";"medicine";33,5
"2022-03-04";18;583323;"404-S1";"economics";30,6
"2021-01-09";11;359431;"400-S1";"mathematics";14,9
"2019-12-13";30;834648;"403-S1";"mathematics";14,3
"2021-03-05";18;729995;"403-S1";"medicine";32,6
"2020-02-03";20;267116;"404-S1";"economics";30,5
"2022-02-13";24;912094;"403-S1";"mathematics";14,4
"2022-05-29";20;689551;"404-S1";"mathematics";22,5
"2022-11-19";30;867410;"404-S1";"mathematics";22,3
"2018-10-12";11;956605;"400-S1";"mathematics";14,9
"2018-12-22";6;714053;"404-S2";"economics";33,3
"2022-10-03";7;378765;"400-S1";"mathematics";15,4
"2021-10-06";30;187355;"404-S2";"economics";30,7
"2022-04-19";11;537499;"404-S1";"medicine";40,9
"2021-09-01";16;650140;"403-S2";"mathematics";15,3
"2019-09-08";17;955040;"403-S2";"mathematics";15,2
"2020-12-03";24;242030;"404-S2";"medicine";40,8
"2020-07-04";28;391023;"403-S2";"mathematics";14,7
"2021-03-23";26;764183;"403-S2";"mathematics";14,8
"2020-05-14";7;700196;"403-S1";"economics";23,4
"2018-12-15";11;174432;"404-S1";"economics";30,9
"2021-04-12";29;774853;"403-S2";"economics";22,7
"2018-01-17";6;496128;"403-S1";"economics";23,7
"2020-05-16";18;589965;"404-S1";"medicine";40,6
"2019-01-25";15;259346;"403-S2";"mathematics";15,3
"2020-06-19";20;353422;"400-S2";"mathematics";15
"2019-03-14";21;63814;"404-S2";"mathematics";23
"2022-08-05";30;523176;"403-S1";"mathematics";14,3
"2021-11-30";11;800496;"404-S1";"mathematics";22,9
"2020-03-14";14;40282;"404-S2";"medicine";41,4
"2019-02-15";29;861280;"404-S2";"mathematics";22,7
"2022-10-09";16;643136;"404-S1";"mathematics";22,6
"2021-06-27";13;458052;"403-S1";"mathematics";14,8
"2020-11-19";30;938412;"403-S1";"mathematics";14,3
"2018-07-06";17;494949;"403-S1";"mathematics";14,6
"2022-04-24";29;962474;"404-S2";"mathematics";22,7
"2020-11-29";30;863132;"403-S2";"economics";22,7
"2021-04-24";8;807270;"403-S1";"mathematics";15,3
"2019-02-26";30;268172;"404-S1";"mathematics";22,3
"2020-12-12";14;847020;"403-S1";"mathematics";14,7
"2021-01-01";24;236598;"400-S1";"economics";22,4
"2021-05-02";27;937151;"404-S2";"mathematics";22,7
"2018-04-24";24;943822;"404-S1";"mathematics";22,4
"2022-11-11";19;733502;"403-S2";"mathematics";15,1
"2022-12-13";5;468082;"404-S1";"mathematics";24
"2018-08-23";9;348670;"403-S1";"mathematics";15,1
"2019-02-25";28;472723;"404-S1";"mathematics";22,4
"2019-10-26";11;980912;"400-S1";"mathematics";14,9
"2021-01-05";23;324687;"400-S1";"economics";22,4
"2021-11-29";20;777970;"403-S1";"mathematics";14,5
"2018-08-09";10;982828;"403-S1";"medicine";33
"2020-11-24";26;437918;"400-S1";"economics";22,4
"2021-09-19";11;675774;"403-S1";"mathematics";14,9
"2020-02-05";30;544300;"404-S1";"mathematics";22,3
"2019-08-19";26;754095;"403-S2";"mathematics";14,8
"2021-11-16";29;790875;"403-S2";"mathematics";14,7
"2020-02-02";21;402950;"400-S2";"mathematics";15
"2022-03-09";24;901769;"400-S2";"mathematics";14,8
"2021-04-18";13;199598;"404-S2";"economics";31,5
"2021-06-02";21;670388;"403-S1";"mathematics";14,5
"2022-12-23";10;934352;"404-S2";"economics";32
"2018-01-30";5;981197;"403-S1";"medicine";34
"2022-02-20";20;877179;"404-S1";"economics";30,5
"2020-05-16";26;159366;"403-S2";"mathematics";14,8
"2020-05-01";7;312069;"404-S1";"mathematics";23,4
"2020-02-26";21;825068;"400-S1";"medicine";32,5
"2020-12-29";30;108157;"404-S1";"medicine";40,3
"2018-12-16";11;844113;"404-S1";"medicine";40,9
"2018-07-04";28;267927;"403-S2";"economics";22,7
"2021-04-17";22;868584;"403-S1";"mathematics";14,5
"2019-01-31";27;373568;"403-S2";"economics";22,7
"2018-03-11";20;503039;"403-S2";"economics";23
"2020-08-16";12;349799;"403-S1";"mathematics";14,8
"2021-11-03";27;765894;"400-S1";"mathematics";14,4
"2021-08-26";26;271310;"403-S1";"medicine";32,4
"2020-05-24";29;368871;"404-S1";"mathematics";22,3
"2019-02-19";26;62965;"404-S2";"economics";30,8
"2020-05-08";8;124580;"403-S1";"mathematics";15,3
"2020-10-20";20;713663;"400-S2";"mathematics";15
"2018-12-09";16;265721;"400-S1";"economics";22,6
"2021-08-19";29;547431;"404-S1";"economics";30,3
"2022-08-13";30;235722;"404-S2";"mathematics";22,7
"2019-08-12";19;933461;"400-S1";"mathematics";14,5
"2022-07-17";25;645754;"400-S1";"economics";22,4
"2020-06-11";30;29433;"403-S1";"medicine";32,3
"2020-07-06";26;384929;"403-S2";"medicine";32,8
"2020-06-05";25;618831;"400-S1";"mathematics";14,4
"2019-01-17";12;447948;"400-S2";"mathematics";15,7
"2020-05-09";30;223611;"400-S2";"economics";22,7
"2020-04-28";26;401183;"404-S1";"mathematics";22,4
"2021-06-09";16;785111;"404-S1";"mathematics";22,6
"2019-12-03";19;861941;"400-S1";"economics";22,5
"2021-03-30";23;61695;"403-S1";"mathematics";14,4
"2019-07-09";12;755500;"403-S2";"mathematics";15,7
"2021-03-23";24;732161;"404-S2";"medicine";40,8
"2019-04-06";18;941483;"404-S1";"economics";30,6
"2019-09-05";16;152526;"404-S1";"mathematics";22,6
"2022-09-17";14;659723;"404-S1";"medicine";40,7
"2020-02-28";9;225440;"404-S1";"mathematics";23,1
"2022-09-08";6;493777;"404-S1";"mathematics";23,7
"2022-10-23";12;112608;"403-S1";"economics";22,8
"2021-03-01";5;972850;"400-S2";"economics";26
"2018-07-14";24;47225;"404-S2";"mathematics";22,8
"2018-03-08";20;746467;"400-S2";"mathematics";15
"2018-12-09";15;570412;"404-S1";"medicine";40,7
"2021-05-30";25;347724;"404-S2";"economics";30,8
"2022-07-07";18;468023;"404-S1";"mathematics";22,6
"2022-04-15";22;568023;"403-S2";"mathematics";14,9
"2021-07-11";21;71783;"403-S1";"economics";22,5
"2019-04-25";17;902930;"403-S2";"mathematics";15,2
"2018-02-24";18;656407;"403-S1";"medicine";32,6
"2020-11-29";23;285499;"403-S1";"mathematics";14,4
"2018-03-11";25;43750;"404-S1";"mathematics";22,4
"2020-09-04";15;927127;"404-S1";"medicine";40,7
"2021-05-18";26;470088;"400-S2";"mathematics";14,8
"2022-01-11";11;585392;"400-S1";"mathematics";14,9
"2018-08-11";19;669952;"403-S1";"mathematics";14,5
"2021-11-08";7;205261;"403-S1";"medicine";33,4
"2018-01-23";8;446281;"403-S2";"mathematics";16,5
"2018-05-14";24;944087;"400-S1";"mathematics";14,4
"2022-01-30";13;691180;"403-S1";"mathematics";14,8
"2019-03-24";12;643831;"403-S2";"medicine";33,7
"2020-07-04";27;118225;"400-S1";"economics";22,4
"2018-09-20";20;70720;"403-S1";"economics";22,5
"2021-05-23";6;573480;"404-S1";"economics";31,7
"2020-01-17";12;507753;"403-S2";"economics";23,7
"2022-01-06";24;414092;"404-S2";"medicine";40,8
"2022-06-23";18;775296;"403-S1";"mathematics";14,6
"2021-12-15";25;667705;"403-S1";"mathematics";14,4
"2018-09-22";27;303573;"403-S1";"mathematics";14,4
"2022-08-20";8;322610;"403-S1";"mathematics";15,3
"2019-06-08";10;240314;"404-S1";"economics";31
"2022-12-17";12;326873;"404-S2";"mathematics";23,7
"2019-10-07";5;920047;"404-S1";"economics";32
"2020-01-07";8;672332;"403-S1";"mathematics";15,3
