"SaleDate"%"ItemDetails"%"BrandTier"%"SellerRating"%"DaysListed"%"ShippingMethod"%"DiscountApplied"%"FinalPrice"
"2023//06//28"%"Dress_VeryGood"%"Low"%4,26%15%"Economy"%"No"%"80.67 USD"
"2023//09//05"%"Jacket_VeryGood"%"Premium"%4,84%13%"Economy"%"No"%"187.18 USD"
"2023//08//05"%"Jacket_Good"%"Mid"%4,25%6%"Economy"%"Yes"%"94.29 USD"
"2023//04//25"%"Jacket_VeryGood"%"Low"%4,51%12%"Standard"%"Yes"%"105.45 USD"
"2023//03//07"%"Accessories_VeryGood"%"Mid"%4,45%6%"Economy"%"No"%"57.79 USD"
"2023//07//16"%"Shoes_Good"%"Mid"%5%17%"Standard"%"No"%"137.78 USD"
"2023//09//20"%"Shoes_VeryGood"%"Mid"%4,59%11%"Express"%"Yes"%"130.93 USD"
"2023//10//09"%"Jacket_Fair"%"Mid"%4,94%6%"Standard"%"Yes"%"118.8 USD"
"2023//09//26"%"Accessories_Fair"%"Mid"%3,89%11%"Economy"%"No"%"16.75 USD"
"2023//03//18"%"Shoes_Good"%"Low"%4,51%5%"Economy"%"No"%"70.27 USD"
"2023//04//23"%"Jacket_VeryGood"%"Mid"%4,06%18%"Economy"%"No"%"126.45 USD"
"2023//09//27"%"Dress_Good"%"Low"%4,53%7%"Standard"%"No"%"78.75 USD"
"2023//04//17"%"Dress_New"%"Low"%4,65%9%"Standard"%"Yes"%"108.76 USD"
"2023//01//22"%"Shoes_Fair"%"Premium"%4,36%20%"Standard"%"No"%"155.6 USD"
"2023//12//23"%"Dress_VeryGood"%"Mid"%3,89%18%"Economy"%"Yes"%"57.12 USD"
"2023//09//21"%"Jacket_Fair"%"Low"%4,42%30%"Standard"%"No"%"83.75 USD"
"2023//08//04"%"Shoes_VeryGood"%"Mid"%4,38%4%"Economy"%"No"%"127.47 USD"
"2023//06//23"%"Shoes_Good"%"Low"%5%8%"Economy"%"Yes"%"67.56 USD"
"2023//03//15"%"Shoes_Good"%"Mid"%4,51%11%"Economy"%"No"%"118.93 USD"
"2023//05//09"%"Shoes_VeryGood"%"Low"%4,7%14%"Standard"%"No"%"92.47 USD"
"2023//12//22"%"Shoes_Good"%"Low"%3,66%14%"Economy"%"No"%"78.85 USD"
"2023//10//12"%"Shoes_VeryGood"%"Low"%5%11%"Standard"%"No"%"161.09 USD"
"2023//04//04"%"Shoes_New"%"Mid"%4%10%"Economy"%"No"%"108.24 USD"
"2023//03//13"%"Jacket_Fair"%"Low"%4,02%12%"Express"%"No"%"88.07 USD"
"2023//04//04"%"Dress_Good"%"Premium"%5%45%"Economy"%"No"%"117.49 USD"
"2023//04//16"%"Jacket_Good"%"Low"%4,42%6%"Economy"%"Yes"%"95.31 USD"
"2023//04//01"%"Accessories_Good"%"Mid"%4%8%"Standard"%"No"%"30.1 USD"
"2023//09//08"%"Jacket_Good"%"Mid"%5%6%"Standard"%"No"%"149.3 USD"
"2023//08//29"%"Shoes_Good"%"Premium"%4,21%8%"Express"%"Yes"%"151.28 USD"
"2023//05//08"%"Jacket_New"%"Low"%3,36%24%"Express"%"No"%"169.39 USD"
"2023//01//11"%"Accessories_Good"%"Low"%4,89%3%"Economy"%"No"%"10.91 USD"
"2023//01//29"%"Jacket_VeryGood"%"Mid"%4,47%5%"Economy"%"Yes"%"123.27 USD"
"2023//09//02"%"Shoes_Good"%"Low"%4,42%13%"Express"%"Yes"%"105.64 USD"
"2023//04//03"%"Dress_VeryGood"%"Mid"%4,01%14%"Standard"%"No"%"96.29 USD"
"2023//12//10"%"Dress_VeryGood"%"Low"%4,48%11%"Economy"%"No"%"62.13 USD"
"2023//05//09"%"Dress_New"%"Mid"%4,56%33%"Express"%"No"%"66.51 USD"
"2023//04//12"%"Shoes_VeryGood"%"Low"%4,05%2%"Standard"%"No"%"85.94 USD"
"2023//11//21"%"Shoes_Good"%"Low"%4,74%6%"Standard"%"Yes"%"103.36 USD"
"2023//12//20"%"Jacket_Good"%"Premium"%4,93%18%"Standard"%"No"%"165.65 USD"
"2023//09//06"%"Shoes_Fair"%"Mid"%4,66%9%"Standard"%"No"%"82.08 USD"
"2023//04//03"%"Shoes_Fair"%"Mid"%4,72%17%"Standard"%"No"%"84.23 USD"
"2023//06//19"%"Dress_Good"%"Low"%4,95%14%"Economy"%"Yes"%"69.85 USD"
"2023//02//27"%"Dress_Good"%"Mid"%3,99%20%"Standard"%"No"%"97.65 USD"
"2023//02//06"%"Shoes_Good"%"Mid"%4,68%28%"Economy"%"Yes"%"92.44 USD"
"2023//03//17"%"Jacket_Good"%"Low"%4,28%6%"Economy"%"No"%"103.06 USD"
"2023//11//17"%"Accessories_New"%"Mid"%3,72%5%"Economy"%"Yes"%"35.46 USD"
"2023//05//03"%"Dress_Good"%"Mid"%4,24%10%"Economy"%"No"%"123.32 USD"
"2023//12//22"%"Shoes_Good"%"Mid"%3,86%10%"Express"%"Yes"%"86.08 USD"
"2023//11//25"%"Shoes_VeryGood"%"Low"%4,29%10%"Standard"%"No"%"88.71 USD"
"2023//08//26"%"Shoes_VeryGood"%"Mid"%3,99%4%"Standard"%"Yes"%"129.91 USD"
"2023//09//03"%"Shoes_Good"%"Low"%4,04%20%"Standard"%"No"%"69.46 USD"
"2023//12//08"%"Accessories_Good"%"Mid"%4,46%12%"Economy"%"Yes"%"39.72 USD"
"2023//12//07"%"Shoes_Fair"%"Low"%5%4%"Express"%"Yes"%"74.01 USD"
"2023//05//08"%"Shoes_Fair"%"Low"%4,43%11%"Economy"%"Yes"%"65.29 USD"
"2023//06//03"%"Jacket_VeryGood"%"Mid"%4,95%15%"Standard"%"Yes"%"135.39 USD"
"2023//06//23"%"Dress_VeryGood"%"Low"%4,71%5%"Economy"%"No"%"99.89 USD"
"2023//11//20"%"Dress_Good"%"Low"%3,84%9%"Standard"%"No"%"52.47 USD"
"2023//08//05"%"Shoes_Good"%"Mid"%4,02%10%"Standard"%"Yes"%"106.68 USD"
"2023//06//21"%"Accessories_Good"%"Mid"%4,98%19%"Express"%"No"%"49.06 USD"
"2023//05//18"%"Shoes_Good"%"Premium"%4,55%7%"Standard"%"Yes"%"124.42 USD"
"2023//11//26"%"Jacket_Good"%"Mid"%4,57%18%"Standard"%"No"%"102.37 USD"
"2023//08//13"%"Dress_Fair"%"Premium"%5%19%"Economy"%"No"%"64.58 USD"
"2023//04//09"%"Shoes_Good"%"Mid"%3,82%17%"Standard"%"No"%"96.6 USD"
"2023//12//26"%"Jacket_Good"%"Low"%4,88%18%"Economy"%"No"%"71.62 USD"
"2023//10//06"%"Dress_Fair"%"Mid"%4,29%6%"Economy"%"No"%"90.94 USD"
"2023//10//18"%"Shoes_Fair"%"Low"%4,68%4%"Economy"%"No"%"53.55 USD"
"2023//10//06"%"Dress_Good"%"Premium"%4,91%5%"Standard"%"No"%"143.27 USD"
"2023//10//29"%"Jacket_Good"%"Low"%5%15%"Economy"%"No"%"116.09 USD"
"2023//03//15"%"Shoes_VeryGood"%"Low"%4,53%9%"Express"%"Yes"%"113.23 USD"
"2023//03//09"%"Jacket_New"%"Low"%4,59%8%"Standard"%"No"%"125.46 USD"
"2023//02//06"%"Shoes_Good"%"Low"%3,91%4%"Express"%"No"%"99.71 USD"
"2023//12//31"%"Dress_VeryGood"%"Mid"%5%8%"Economy"%"No"%"115.89 USD"
"2023//04//22"%"Jacket_Good"%"Mid"%4,48%10%"Standard"%"Yes"%"82.63 USD"
"2023//12//30"%"Jacket_Fair"%"Mid"%4,53%11%"Economy"%"No"%"89.6 USD"
"2023//08//12"%"Shoes_VeryGood"%"Low"%4,3%18%"Economy"%"No"%"110.06 USD"
"2023//11//06"%"Dress_Good"%"Low"%3,55%23%"Standard"%"No"%"55.84 USD"
"2023//06//22"%"Accessories_Good"%"Mid"%4,62%13%"Economy"%"No"%"16.76 USD"
"2023//05//03"%"Accessories_New"%"Low"%4,78%27%"Standard"%"Yes"%"8.57 USD"
"2023//10//29"%"Dress_Good"%"Mid"%4,2%5%"Standard"%"No"%"64.7 USD"
"2023//06//21"%"Shoes_VeryGood"%"Mid"%4,67%14%"Economy"%"Yes"%"107.35 USD"
"2023//03//19"%"Accessories_VeryGood"%"Low"%4,27%14%"Economy"%"No"%"15.33 USD"
"2023//08//20"%"Jacket_Good"%"Low"%4,83%6%"Standard"%"No"%"118.02 USD"
"2023//01//31"%"Shoes_Good"%"Mid"%4,28%4%"Economy"%"No"%"78.19 USD"
"2023//06//28"%"Accessories_Good"%"Low"%4,91%19%"Express"%"No"%"56.02 USD"
"2023//05//27"%"Shoes_Good"%"Low"%4,88%6%"Express"%"No"%"103.16 USD"
"2023//01//22"%"Jacket_Good"%"Low"%3,98%4%"Standard"%"No"%"104.54 USD"
"2023//03//29"%"Jacket_Fair"%"Mid"%5%40%"Economy"%"No"%"69.81 USD"
"2023//02//22"%"Dress_VeryGood"%"Premium"%4,21%14%"Express"%"No"%"141.64 USD"
"2023//02//20"%"Jacket_VeryGood"%"Low"%4,62%2%"Standard"%"Yes"%"116.36 USD"
"2023//07//05"%"Accessories_Good"%"Mid"%4,52%8%"Standard"%"No"%"49.42 USD"
"2023//01//13"%"Shoes_New"%"Low"%5%9%"Standard"%"Yes"%"99.71 USD"
"2023//08//31"%"Accessories_VeryGood"%"Low"%5%11%"Economy"%"No"%"50.22 USD"
"2023//01//18"%"Dress_VeryGood"%"Low"%4,25%11%"Economy"%"No"%"81.39 USD"
"2023//11//25"%"Accessories_Good"%"Premium"%3,77%15%"Economy"%"No"%"56.06 USD"
"2023//02//27"%"Dress_Good"%"Mid"%4,42%10%"Economy"%"Yes"%"65.64 USD"
"2023//01//10"%"Jacket_VeryGood"%"Premium"%4,29%7%"Economy"%"No"%"164.62 USD"
"2023//08//02"%"Dress_VeryGood"%"Low"%4,49%12%"Economy"%"No"%"41.59 USD"
"2023//06//25"%"Jacket_Good"%"Mid"%4,07%16%"Standard"%"No"%"127.31 USD"
"2023//01//16"%"Jacket_VeryGood"%"Mid"%4,64%21%"Economy"%"No"%"113 USD"
"2023//05//09"%"Accessories_VeryGood"%"Mid"%4,59%11%"Economy"%"Yes"%"27.96 USD"
"2023//06//10"%"Accessories_New"%"Low"%5%9%"Economy"%"Yes"%"68 USD"
"2023//02//27"%"Dress_Good"%"Mid"%4,78%8%"Standard"%"No"%"65.67 USD"
"2023//09//04"%"Shoes_VeryGood"%"Low"%4,52%13%"Economy"%"No"%"52.06 USD"
"2023//06//13"%"Shoes_VeryGood"%"Premium"%3,89%8%"Standard"%"Yes"%"146.45 USD"
"2023//04//27"%"Jacket_Fair"%"Mid"%4,54%3%"Standard"%"No"%"105.02 USD"
"2023//10//15"%"Shoes_New"%"Mid"%4,63%15%"Standard"%"Yes"%"132.8 USD"
"2023//10//21"%"Dress_VeryGood"%"Low"%4,5%4%"Express"%"No"%"105.92 USD"
"2023//03//30"%"Jacket_Fair"%"Premium"%4,43%19%"Express"%"Yes"%"87.39 USD"
"2023//02//10"%"Jacket_Good"%"Mid"%4,44%14%"Standard"%"Yes"%"123.56 USD"
"2023//04//18"%"Dress_Good"%"Mid"%5%8%"Standard"%"No"%"103.39 USD"
"2023//12//22"%"Dress_Fair"%"Low"%3,74%19%"Express"%"No"%"39.94 USD"
"2023//04//16"%"Shoes_VeryGood"%"Mid"%4,43%5%"Express"%"Yes"%"133.34 USD"
"2023//08//19"%"Shoes_Good"%"Mid"%4,66%14%"Express"%"No"%"105.55 USD"
"2023//10//07"%"Shoes_VeryGood"%"Mid"%4,15%15%"Economy"%"Yes"%"108.64 USD"
"2023//08//12"%"Shoes_Good"%"Mid"%4,85%21%"Economy"%"No"%"108.79 USD"
"2023//04//02"%"Accessories_VeryGood"%"Mid"%4,62%5%"Standard"%"No"%"77.62 USD"
"2023//08//16"%"Jacket_Good"%"Low"%5%7%"Standard"%"Yes"%"111.62 USD"
"2023//06//04"%"Dress_New"%"Low"%4,64%12%"Economy"%"No"%"94.45 USD"
"2023//02//02"%"Jacket_VeryGood"%"Mid"%4,06%22%"Economy"%"No"%"111.45 USD"
"2023//10//10"%"Dress_Good"%"Mid"%4,41%4%"Economy"%"No"%"70.3 USD"
"2023//05//22"%"Accessories_Good"%"Low"%5%10%"Standard"%"No"%"30.78 USD"
"2023//08//31"%"Dress_Good"%"Low"%5%14%"Standard"%"No"%"56.08 USD"
"2023//11//10"%"Dress_Good"%"Mid"%4,72%19%"Economy"%"Yes"%"96.6 USD"
"2023//05//16"%"Dress_Good"%"Low"%5%13%"Standard"%"No"%"32.46 USD"
"2023//06//17"%"Accessories_Good"%"Mid"%4,57%8%"Standard"%"Yes"%"31.06 USD"
"2023//01//27"%"Dress_VeryGood"%"Low"%4,07%12%"Economy"%"No"%"104.36 USD"
"2023//08//28"%"Shoes_New"%"Low"%4,36%10%"Standard"%"No"%"110.43 USD"
"2023//02//23"%"Jacket_Good"%"Premium"%4,97%34%"Standard"%"No"%"138.45 USD"
"2023//08//25"%"Accessories_New"%"Low"%4,02%14%"Standard"%"No"%"30.55 USD"
"2023//10//28"%"Dress_Good"%"Low"%4,77%7%"Standard"%"No"%"74.72 USD"
"2023//11//30"%"Accessories_New"%"Premium"%4,4%9%"Standard"%"No"%"45.38 USD"
"2023//02//24"%"Jacket_New"%"Premium"%4,38%18%"Standard"%"Yes"%"155.41 USD"
"2023//10//08"%"Jacket_Good"%"Low"%4,34%17%"Standard"%"No"%"104.87 USD"
"2023//01//02"%"Jacket_New"%"Low"%4,51%9%"Standard"%"Yes"%"101.3 USD"
"2023//07//05"%"Dress_VeryGood"%"Mid"%3,95%3%"Standard"%"No"%"82.79 USD"
"2023//01//03"%"Jacket_VeryGood"%"Premium"%3,97%11%"Standard"%"Yes"%"160.04 USD"
"2023//01//24"%"Jacket_VeryGood"%"Mid"%3,81%16%"Economy"%"No"%"125.84 USD"
"2023//07//09"%"Jacket_Good"%"Mid"%3,83%18%"Standard"%"Yes"%"128.3 USD"
"2023//08//28"%"Jacket_VeryGood"%"Low"%5%6%"Standard"%"No"%"91.54 USD"
"2023//05//12"%"Accessories_VeryGood"%"Low"%4,38%13%"Standard"%"Yes"%"51.86 USD"
"2023//04//11"%"Dress_Fair"%"Premium"%4,92%11%"Economy"%"No"%"97.59 USD"
"2023//01//15"%"Shoes_Good"%"Mid"%4,28%17%"Economy"%"No"%"138.85 USD"
"2023//08//11"%"Jacket_New"%"Mid"%4,33%13%"Economy"%"No"%"140.91 USD"
"2023//04//05"%"Shoes_Good"%"Premium"%4,05%7%"Economy"%"No"%"115.08 USD"
"2023//08//24"%"Shoes_Fair"%"Low"%4,45%10%"Economy"%"Yes"%"14.56 USD"
"2023//10//04"%"Dress_Fair"%"Mid"%4,65%4%"Standard"%"Yes"%"43.9 USD"
"2023//10//07"%"Shoes_Good"%"Premium"%4,05%11%"Standard"%"No"%"146.08 USD"
"2023//02//02"%"Jacket_Fair"%"Mid"%4,33%15%"Express"%"Yes"%"36.75 USD"
"2023//12//23"%"Shoes_VeryGood"%"Mid"%4,78%9%"Standard"%"No"%"166.42 USD"
"2023//10//24"%"Dress_Good"%"Mid"%3,82%5%"Express"%"No"%"112.12 USD"
"2023//03//06"%"Shoes_Good"%"Premium"%4,45%6%"Standard"%"No"%"131.34 USD"
"2023//03//26"%"Accessories_VeryGood"%"Low"%3,44%12%"Standard"%"No"%"27.96 USD"
"2023//03//14"%"Dress_Good"%"Low"%3,61%8%"Economy"%"No"%"76.28 USD"
"2023//03//24"%"Accessories_New"%"Low"%4,28%16%"Express"%"No"%"53.02 USD"
"2023//07//31"%"Jacket_VeryGood"%"Low"%4,61%8%"Economy"%"No"%"142.78 USD"
"2023//09//24"%"Jacket_Good"%"Mid"%5%8%"Standard"%"No"%"114.41 USD"
"2023//10//29"%"Jacket_Fair"%"Mid"%4,7%5%"Standard"%"No"%"120.99 USD"
"2023//07//15"%"Jacket_VeryGood"%"Mid"%4,36%6%"Standard"%"Yes"%"144.93 USD"
"2023//08//11"%"Jacket_Fair"%"Mid"%4,38%3%"Standard"%"No"%"82.77 USD"
"2023//04//17"%"Dress_VeryGood"%"Low"%4,49%10%"Economy"%"No"%"96.78 USD"
"2023//10//25"%"Shoes_Fair"%"Mid"%4,19%11%"Express"%"Yes"%"103.96 USD"
"2023//03//05"%"Dress_VeryGood"%"Mid"%4,98%8%"Economy"%"No"%"107.24 USD"
"2023//02//20"%"Jacket_Good"%"Mid"%4,86%16%"Standard"%"Yes"%"132.81 USD"
"2023//06//28"%"Shoes_Good"%"Mid"%3,58%8%"Economy"%"Yes"%"89.62 USD"
"2023//05//02"%"Jacket_Fair"%"Low"%4,52%19%"Express"%"No"%"86.09 USD"
"2023//02//14"%"Jacket_Good"%"Low"%4,63%9%"Standard"%"Yes"%"71.79 USD"
"2023//09//26"%"Jacket_Good"%"Low"%4,38%8%"Standard"%"No"%"118.09 USD"
"2023//09//22"%"Jacket_VeryGood"%"Mid"%4,68%13%"Economy"%"No"%"127.79 USD"
"2023//03//25"%"Dress_VeryGood"%"Premium"%4,76%13%"Economy"%"Yes"%"108.44 USD"
"2023//12//21"%"Shoes_Good"%"Premium"%4,75%18%"Economy"%"Yes"%"118.51 USD"
"2023//03//15"%"Shoes_Good"%"Low"%4,67%22%"Standard"%"Yes"%"55.68 USD"
"2023//03//08"%"Jacket_New"%"Low"%3,71%5%"Standard"%"Yes"%"78.41 USD"
"2023//12//06"%"Jacket_Good"%"Mid"%4,58%7%"Standard"%"No"%"124.12 USD"
"2023//08//23"%"Shoes_VeryGood"%"Mid"%4,2%10%"Economy"%"No"%"97.99 USD"
"2023//10//14"%"Jacket_VeryGood"%"Low"%4,44%6%"Economy"%"Yes"%"96.78 USD"
"2023//04//07"%"Dress_Fair"%"Mid"%4,36%36%"Express"%"No"%"60.44 USD"
"2023//05//29"%"Dress_New"%"Mid"%4,57%19%"Express"%"Yes"%"109.22 USD"
"2023//05//07"%"Dress_VeryGood"%"Mid"%4,34%7%"Standard"%"Yes"%"90.49 USD"
"2023//12//08"%"Shoes_Good"%"Low"%4,71%6%"Express"%"No"%"118.19 USD"
"2023//02//17"%"Shoes_Fair"%"Mid"%3,77%4%"Economy"%"No"%"77.59 USD"
"2023//11//22"%"Dress_VeryGood"%"Mid"%4,79%13%"Express"%"No"%"132.45 USD"
"2023//02//15"%"Shoes_New"%"Mid"%4,23%14%"Economy"%"No"%"137.71 USD"
"2023//02//06"%"Shoes_Good"%"Mid"%3,73%6%"Economy"%"Yes"%"79.91 USD"
"2023//11//02"%"Jacket_VeryGood"%"Premium"%3,97%4%"Express"%"No"%"193.54 USD"
"2023//12//01"%"Accessories_New"%"Mid"%4,01%10%"Express"%"Yes"%"42.83 USD"
"2023//08//20"%"Dress_Good"%"Mid"%4,76%1%"Express"%"Yes"%"92.38 USD"
"2023//12//31"%"Jacket_VeryGood"%"Mid"%4,08%13%"Economy"%"No"%"112.87 USD"
"2023//11//09"%"Accessories_Good"%"Mid"%4,34%12%"Express"%"No"%"81.4 USD"
"2023//10//08"%"Dress_VeryGood"%"Mid"%3,67%5%"Economy"%"No"%"102.08 USD"
"2023//11//23"%"Dress_New"%"Premium"%4,73%9%"Express"%"No"%"117.6 USD"
"2023//03//16"%"Shoes_VeryGood"%"Mid"%4,41%23%"Express"%"No"%"109.99 USD"
"2023//02//09"%"Jacket_VeryGood"%"Mid"%5%12%"Economy"%"No"%"116.23 USD"
"2023//06//22"%"Dress_Good"%"Mid"%4,18%26%"Standard"%"No"%"67.81 USD"
"2023//09//09"%"Jacket_VeryGood"%"Mid"%4,32%6%"Economy"%"No"%"154.96 USD"
"2023//12//06"%"Jacket_VeryGood"%"Mid"%4,2%7%"Economy"%"No"%"103.35 USD"
"2023//01//15"%"Shoes_Good"%"Mid"%4,59%10%"Economy"%"Yes"%"102.95 USD"
"2023//10//03"%"Jacket_Good"%"Mid"%3,68%22%"Economy"%"No"%"105.67 USD"
"2023//11//12"%"Dress_Good"%"Low"%3,9%14%"Economy"%"No"%"49.07 USD"
"2023//07//13"%"Accessories_Good"%"Low"%3,95%12%"Economy"%"No"%"31.58 USD"
"2023//06//21"%"Dress_Good"%"Mid"%4,52%7%"Standard"%"No"%"64.69 USD"
"2023//08//21"%"Shoes_Good"%"Low"%3,86%12%"Standard"%"No"%"71.07 USD"
"2023//03//15"%"Accessories_VeryGood"%"Premium"%4,86%11%"Express"%"Yes"%"87.85 USD"
"2023//02//04"%"Accessories_Good"%"Premium"%4,51%5%"Express"%"Yes"%"69.53 USD"
"2023//04//02"%"Accessories_Good"%"Mid"%4,45%25%"Express"%"Yes"%"23.22 USD"
"2023//11//16"%"Shoes_Good"%"Mid"%3,8%9%"Economy"%"No"%"103.47 USD"
"2023//09//09"%"Dress_Good"%"Mid"%4,54%14%"Standard"%"Yes"%"63.51 USD"
"2023//07//16"%"Accessories_Fair"%"Low"%4,77%26%"Economy"%"No"%"26.94 USD"
"2023//06//19"%"Dress_VeryGood"%"Low"%3,79%10%"Economy"%"No"%"91.6 USD"
"2023//03//02"%"Jacket_Good"%"Low"%4,72%7%"Standard"%"No"%"81.46 USD"
"2023//07//07"%"Shoes_Good"%"Low"%4,05%8%"Standard"%"No"%"91.63 USD"
"2023//11//08"%"Accessories_VeryGood"%"Low"%4,71%9%"Economy"%"No"%"36.96 USD"
"2023//01//24"%"Jacket_Fair"%"Low"%4,95%16%"Standard"%"No"%"73.97 USD"
"2023//02//28"%"Dress_Fair"%"Low"%4,4%17%"Economy"%"Yes"%"79.59 USD"
"2023//01//03"%"Dress_VeryGood"%"Low"%4,53%8%"Economy"%"No"%"74.72 USD"
"2023//10//23"%"Dress_Good"%"Low"%4,93%7%"Express"%"No"%"99.75 USD"
"2023//07//30"%"Accessories_Good"%"Low"%4%7%"Standard"%"No"%"46.76 USD"
"2023//02//16"%"Shoes_Good"%"Mid"%4,2%4%"Express"%"No"%"115.83 USD"
"2023//01//06"%"Jacket_Fair"%"Low"%4,93%4%"Economy"%"No"%"60.68 USD"
"2023//06//27"%"Jacket_Good"%"Low"%4,29%14%"Standard"%"No"%"92.37 USD"
"2023//09//14"%"Shoes_VeryGood"%"Mid"%3,83%9%"Economy"%"Yes"%"93.99 USD"
"2023//08//22"%"Jacket_Fair"%"Premium"%4,39%27%"Standard"%"No"%"62.13 USD"
"2023//02//04"%"Shoes_VeryGood"%"Low"%4,08%4%"Standard"%"No"%"110.18 USD"
"2023//07//30"%"Shoes_Good"%"Low"%4,78%13%"Economy"%"No"%"77.4 USD"
"2023//06//08"%"Shoes_New"%"Low"%4,78%25%"Express"%"Yes"%"98.46 USD"
"2023//12//15"%"Jacket_VeryGood"%"Premium"%4,44%5%"Economy"%"No"%"169.53 USD"
"2023//04//09"%"Shoes_Good"%"Mid"%4,23%12%"Economy"%"No"%"115.27 USD"
"2023//12//02"%"Dress_VeryGood"%"Low"%4,44%9%"Economy"%"No"%"107.42 USD"
"2023//07//03"%"Dress_Good"%"Premium"%4,28%15%"Economy"%"No"%"132.85 USD"
"2023//05//02"%"Shoes_Good"%"Low"%4,17%3%"Economy"%"No"%"93.77 USD"
"2023//02//16"%"Shoes_New"%"Low"%4,83%27%"Standard"%"No"%"72.71 USD"
"2023//07//28"%"Jacket_Good"%"Mid"%4,17%8%"Economy"%"Yes"%"78.58 USD"
"2023//06//06"%"Shoes_VeryGood"%"Low"%4,32%12%"Economy"%"No"%"96.54 USD"
"2023//09//08"%"Dress_Good"%"Low"%4,63%31%"Economy"%"No"%"75.51 USD"
"2023//03//05"%"Jacket_VeryGood"%"Low"%4,14%15%"Standard"%"No"%"85.33 USD"
"2023//08//19"%"Accessories_Good"%"Mid"%4,1%4%"Express"%"No"%"39.15 USD"
"2023//06//17"%"Shoes_VeryGood"%"Low"%4,67%8%"Economy"%"Yes"%"66.52 USD"
"2023//10//05"%"Jacket_Good"%"Low"%3,99%10%"Standard"%"No"%"98.35 USD"
"2023//05//18"%"Shoes_Fair"%"Mid"%4,67%5%"Standard"%"Yes"%"90.82 USD"
"2023//12//14"%"Dress_VeryGood"%"Premium"%5%20%"Standard"%"No"%"151.49 USD"
"2023//02//15"%"Shoes_Fair"%"Mid"%3,92%4%"Standard"%"No"%"82.31 USD"
"2023//02//08"%"Dress_VeryGood"%"Mid"%3,73%5%"Standard"%"Yes"%"103.12 USD"
"2023//10//13"%"Dress_Good"%"Mid"%4,65%10%"Standard"%"Yes"%"54.29 USD"
"2023//11//29"%"Shoes_Good"%"Mid"%4,69%5%"Standard"%"No"%"143.93 USD"
"2023//03//24"%"Shoes_Good"%"Low"%4,51%8%"Standard"%"No"%"82.29 USD"
"2023//02//15"%"Shoes_VeryGood"%"Mid"%4,69%23%"Standard"%"No"%"108.34 USD"
"2023//01//27"%"Jacket_New"%"Mid"%4,3%22%"Standard"%"No"%"142.38 USD"
"2023//08//19"%"Dress_Fair"%"Mid"%4,41%12%"Standard"%"No"%"78.43 USD"
"2023//01//29"%"Accessories_Good"%"Low"%4,32%5%"Standard"%"No"%"39.65 USD"
"2023//06//04"%"Dress_VeryGood"%"Low"%4,46%25%"Express"%"No"%"89.85 USD"
"2023//05//21"%"Shoes_Good"%"Mid"%5%9%"Standard"%"No"%"115.66 USD"
"2023//08//10"%"Accessories_Good"%"Low"%4,4%5%"Standard"%"No"%"47.97 USD"
"2023//09//14"%"Dress_Fair"%"Mid"%3,59%8%"Standard"%"No"%"55.76 USD"
"2023//06//23"%"Dress_New"%"Mid"%4,61%12%"Standard"%"No"%"148.51 USD"
"2023//09//22"%"Shoes_Good"%"Premium"%4,42%16%"Economy"%"No"%"161.57 USD"
"2023//03//31"%"Accessories_VeryGood"%"Low"%4,07%13%"Economy"%"Yes"%"17.47 USD"
"2023//09//03"%"Accessories_New"%"Low"%4,1%4%"Economy"%"Yes"%"28.76 USD"
"2023//01//24"%"Accessories_Good"%"Premium"%4,64%3%"Economy"%"Yes"%"29.9 USD"
"2023//08//08"%"Jacket_Good"%"Premium"%4,16%10%"Standard"%"No"%"150.37 USD"
"2023//11//19"%"Dress_VeryGood"%"Mid"%4,86%5%"Standard"%"No"%"94.33 USD"
"2023//05//30"%"Jacket_Good"%"Mid"%4,25%19%"Economy"%"Yes"%"95.07 USD"
"2023//11//09"%"Dress_Good"%"Low"%3,3%23%"Economy"%"No"%"36.21 USD"
"2023//07//20"%"Jacket_Fair"%"Low"%3,94%9%"Economy"%"No"%"66.16 USD"
"2023//07//28"%"Dress_Good"%"Low"%3,85%7%"Economy"%"Yes"%"23.88 USD"
"2023//02//28"%"Jacket_Good"%"Low"%3,83%16%"Standard"%"No"%"121.46 USD"
"2023//01//12"%"Jacket_VeryGood"%"Low"%4,56%12%"Economy"%"No"%"101.1 USD"
"2023//12//04"%"Dress_VeryGood"%"Mid"%4,81%4%"Economy"%"No"%"128.05 USD"
"2023//01//03"%"Dress_New"%"Mid"%4,71%8%"Standard"%"Yes"%"138.32 USD"
"2023//01//21"%"Jacket_Good"%"Low"%4,38%33%"Standard"%"No"%"114.37 USD"
"2023//11//09"%"Jacket_VeryGood"%"Low"%4,69%5%"Standard"%"Yes"%"112.73 USD"
"2023//07//15"%"Accessories_Fair"%"Mid"%3,43%7%"Standard"%"No"%"26.94 USD"
"2023//06//04"%"Dress_New"%"Mid"%4,13%7%"Economy"%"No"%"140.1 USD"
"2023//12//21"%"Shoes_Good"%"Low"%4,53%24%"Standard"%"No"%"72.27 USD"
"2023//06//25"%"Shoes_Fair"%"Low"%3,96%13%"Economy"%"No"%"77.66 USD"
"2023//03//19"%"Dress_Good"%"Mid"%4,59%6%"Standard"%"Yes"%"61.41 USD"
"2023//08//25"%"Shoes_VeryGood"%"Low"%4,64%18%"Standard"%"No"%"78.47 USD"
