"TravelDate";"Destination";"Species";"TravelClass";"Duration";"PromoTokens";"Price"
"2024_03_18";"Venus_S";"Saturnian";"Business";14;5;1040,53
"2024_04_23";"Jupiter_P";"Andromedan";"Business";1;5;1423,05
"2024_12_06";"Saturn_P";"Saturnian";"Luxury";8;6;1134,84
"2024_08_07";"Saturn_P";"Andromedan";"Economy";3;11;1001,04
"2024_03_28";"Jupiter_P";"Venutian";"Luxury";11;9;1060,3
"2024_12_26";"Jupiter_S";"Human";"Business";6;3;1160,63
"2024_02_11";"Mars_P";"Venutian";"Economy";11;7;891,3
"2024_07_25";"Jupiter_S";"Jovian";"Luxury";8;3;652,19
"2024_02_28";"Venus_S";"Andromedan";"Business";10;12;964,07
"2024_12_05";"Andromeda_P";"Saturnian";"Business";4;3;1670,02
"2024_12_13";"Venus_S";"Venutian";"Business";10;12;1148,38
"2024_09_20";"Andromeda_P";"Martian";"Luxury";13;2;1295,35
"2024_06_04";"Andromeda_S";"Venutian";"Business";1;1;965,23
"2024_05_11";"Andromeda_P";"Venutian";"Business";6;12;1453,57
"2024_10_16";"Jupiter_P";"Saturnian";"Luxury";2;12;1079,36
"2024_06_11";"Venus_P";"Martian";"Business";3;6;1499,68
"2024_04_03";"Mars_S";"Jovian";"Business";13;11;1012,07
"2024_10_25";"Jupiter_S";"Jovian";"Luxury";4;7;775,14
"2024_05_04";"Andromeda_P";"Saturnian";"Economy";1;13;862,37
"2024_03_19";"Venus_P";"Martian";"Business";1;6;1545,83
"2024_04_15";"Venus_P";"Jovian";"Luxury";12;4;1290,09
"2024_12_18";"Mars_P";"Saturnian";"Business";5;6;1635,09
"2024_01_14";"Jupiter_S";"Human";"Luxury";2;10;669,54
"2024_11_26";"Saturn_P";"Martian";"Economy";3;7;933,54
"2024_09_23";"Andromeda_S";"Martian";"Luxury";3;12;613,66
"2024_02_08";"Venus_S";"Venutian";"Luxury";3;11;657,5
"2024_02_01";"Jupiter_P";"Venutian";"Economy";9;3;1064,22
"2024_07_15";"Venus_S";"Andromedan";"Luxury";10;8;515,91
"2024_11_06";"Jupiter_S";"Saturnian";"Economy";12;9;558,49
"2024_03_04";"Mars_P";"Andromedan";"Business";12;12;1419,54
"2024_09_05";"Mars_P";"Human";"Luxury";8;4;1240,52
"2024_11_26";"Jupiter_S";"Venutian";"Economy";10;3;525,14
"2024_01_18";"Andromeda_S";"Jovian";"Luxury";2;10;527,24
"2024_11_18";"Andromeda_S";"Andromedan";"Luxury";5;4;668,13
"2024_03_18";"Andromeda_P";"Human";"Economy";1;2;812,68
"2024_07_31";"Mars_P";"Venutian";"Luxury";5;5;1260,17
"2024_07_09";"Andromeda_P";"Jovian";"Business";13;11;1547,01
"2024_07_24";"Andromeda_S";"Saturnian";"Business";13;7;1134,94
"2024_11_02";"Venus_S";"Jovian";"Economy";2;13;548,72
"2024_07_08";"Mars_S";"Human";"Economy";4;9;393,6
"2024_04_09";"Andromeda_S";"Saturnian";"Economy";7;11;369,88
"2024_06_29";"Venus_P";"Saturnian";"Business";12;6;1609,38
"2024_02_28";"Venus_P";"Saturnian";"Business";8;2;1541,33
"2024_08_11";"Andromeda_P";"Human";"Economy";5;6;1071,02
"2024_06_11";"Saturn_P";"Venutian";"Business";2;9;1640,36
"2024_05_26";"Mars_S";"Human";"Economy";6;11;319,77
"2024_01_18";"Andromeda_P";"Saturnian";"Business";6;7;1436,78
"2024_03_16";"Jupiter_S";"Venutian";"Luxury";9;2;540,47
"2024_06_13";"Venus_S";"Jovian";"Economy";9;8;370,98
"2024_08_17";"Saturn_P";"Venutian";"Economy";8;12;911,64
"2024_06_13";"Mars_P";"Jovian";"Economy";3;11;815,1
"2024_02_19";"Andromeda_S";"Jovian";"Business";2;10;920,11
"2024_04_26";"Venus_S";"Jovian";"Business";5;11;1049,26
"2024_02_06";"Saturn_S";"Venutian";"Economy";12;5;360,5
"2024_04_17";"Mars_P";"Venutian";"Luxury";6;11;1211,47
"2024_01_09";"Saturn_S";"Human";"Economy";4;10;378,1
"2024_12_16";"Venus_S";"Saturnian";"Economy";3;9;418,83
"2024_11_24";"Venus_P";"Martian";"Business";1;4;1690,53
"2024_12_22";"Mars_P";"Human";"Luxury";12;4;1234,36
"2024_04_16";"Jupiter_P";"Venutian";"Luxury";8;7;1077,47
"2024_06_09";"Saturn_P";"Human";"Luxury";13;12;1233,54
"2024_12_28";"Jupiter_P";"Jovian";"Business";13;11;1460,75
"2024_12_05";"Jupiter_P";"Venutian";"Economy";11;11;974,65
"2024_08_31";"Mars_S";"Jovian";"Luxury";7;9;569,55
"2024_12_16";"Venus_P";"Venutian";"Economy";2;5;960,52
"2024_09_14";"Saturn_S";"Andromedan";"Business";6;3;1169,54
"2024_11_26";"Andromeda_P";"Human";"Business";8;3;1512,53
"2024_05_09";"Andromeda_P";"Martian";"Luxury";1;7;1167,97
"2024_09_09";"Jupiter_S";"Jovian";"Luxury";5;12;581,03
"2024_01_25";"Andromeda_P";"Venutian";"Luxury";13;2;1015,48
"2024_06_22";"Saturn_P";"Saturnian";"Economy";5;10;828,46
"2024_08_15";"Mars_P";"Human";"Business";9;4;1422,99
"2024_03_29";"Andromeda_S";"Andromedan";"Economy";7;6;474,16
"2024_06_19";"Jupiter_S";"Saturnian";"Luxury";8;2;609,75
"2024_04_01";"Venus_S";"Jovian";"Economy";14;9;478,92
"2024_03_29";"Saturn_S";"Venutian";"Economy";11;5;484,76
"2024_02_29";"Venus_S";"Martian";"Luxury";1;12;550,86
"2024_05_31";"Jupiter_P";"Venutian";"Business";7;13;1611,28
"2024_08_02";"Jupiter_S";"Andromedan";"Economy";12;8;352,79
"2024_03_04";"Andromeda_S";"Martian";"Economy";13;5;468,13
"2024_03_04";"Jupiter_P";"Jovian";"Luxury";14;6;1199,44
"2024_01_09";"Venus_S";"Venutian";"Economy";8;13;284,71
"2024_10_20";"Venus_S";"Jovian";"Luxury";13;8;724,7
"2024_08_11";"Andromeda_P";"Jovian";"Luxury";7;9;1222,17
"2024_01_13";"Jupiter_S";"Andromedan";"Luxury";12;12;699,44
"2024_07_30";"Jupiter_S";"Martian";"Business";14;9;1115,68
"2024_03_27";"Venus_P";"Andromedan";"Business";6;13;1399,57
"2024_05_12";"Mars_P";"Saturnian";"Luxury";2;10;1257,46
"2024_07_20";"Venus_P";"Jovian";"Business";9;7;1428,11
"2024_08_20";"Andromeda_S";"Martian";"Economy";8;2;320,49
"2024_06_17";"Venus_S";"Human";"Business";4;3;1087,07
"2024_12_25";"Venus_P";"Saturnian";"Economy";5;8;820,2
"2024_10_31";"Mars_P";"Saturnian";"Economy";11;10;921,6
"2024_05_02";"Mars_S";"Venutian";"Business";13;10;1009,2
"2024_10_22";"Saturn_P";"Jovian";"Business";6;7;1576,77
"2024_04_04";"Venus_S";"Human";"Economy";9;5;584,63
"2024_10_14";"Saturn_S";"Human";"Economy";14;5;476
"2024_03_08";"Andromeda_S";"Venutian";"Business";13;8;1147,01
"2024_09_07";"Mars_P";"Human";"Business";11;12;1481,44
"2024_06_11";"Mars_P";"Andromedan";"Business";4;6;1440,27
"2024_04_13";"Saturn_P";"Andromedan";"Luxury";2;3;1032,32
"2024_04_14";"Venus_P";"Human";"Economy";1;4;897,39
"2024_02_19";"Jupiter_S";"Martian";"Luxury";7;11;762,68
"2024_03_30";"Saturn_S";"Andromedan";"Economy";8;10;351,52
"2024_11_20";"Venus_S";"Human";"Business";9;1;973,15
"2024_03_14";"Jupiter_S";"Martian";"Luxury";13;8;723,2
"2024_05_01";"Saturn_P";"Jovian";"Business";4;3;1464,9
"2024_03_06";"Saturn_S";"Venutian";"Business";9;1;915,72
"2024_05_04";"Jupiter_P";"Human";"Economy";7;3;804,15
"2024_11_09";"Mars_S";"Martian";"Economy";11;11;392,5
"2024_08_08";"Jupiter_S";"Martian";"Luxury";2;10;495,91
"2024_01_08";"Jupiter_S";"Venutian";"Luxury";6;11;631,77
"2024_04_05";"Venus_P";"Human";"Economy";11;2;895,27
"2024_07_11";"Jupiter_S";"Venutian";"Business";5;13;1105,53
"2024_12_23";"Jupiter_P";"Human";"Business";8;6;1425,79
"2024_01_19";"Jupiter_P";"Venutian";"Business";2;13;1407,48
"2024_02_09";"Andromeda_S";"Martian";"Business";8;7;923,83
"2024_10_19";"Andromeda_S";"Human";"Business";8;7;1017,24
"2024_03_07";"Mars_S";"Andromedan";"Economy";8;1;324,17
"2024_08_05";"Venus_S";"Jovian";"Business";14;11;923,81
"2024_10_03";"Venus_S";"Andromedan";"Business";9;4;1044,56
"2024_04_04";"Jupiter_P";"Human";"Economy";14;1;890,57
"2024_09_29";"Andromeda_S";"Martian";"Economy";11;6;518,16
"2024_09_11";"Saturn_P";"Saturnian";"Business";13;4;1644,68
"2024_12_06";"Andromeda_P";"Martian";"Economy";4;3;1027,62
"2024_08_25";"Andromeda_P";"Saturnian";"Business";8;7;1483,95
"2024_08_13";"Saturn_S";"Venutian";"Economy";9;9;354,26
"2024_10_26";"Saturn_S";"Human";"Business";4;12;1002,29
"2024_03_28";"Mars_S";"Jovian";"Economy";9;6;381,74
"2024_01_15";"Andromeda_P";"Venutian";"Luxury";14;6;1204,73
"2024_08_13";"Mars_S";"Human";"Luxury";10;10;772,14
"2024_11_11";"Mars_S";"Human";"Luxury";12;11;759,68
"2024_10_26";"Andromeda_P";"Jovian";"Economy";3;3;995,25
"2024_08_04";"Mars_P";"Venutian";"Economy";5;12;867,99
"2024_07_15";"Mars_S";"Andromedan";"Business";6;1;1183,8
"2024_07_03";"Saturn_S";"Martian";"Luxury";7;9;511,79
"2024_01_22";"Saturn_S";"Venutian";"Business";14;5;906,73
"2024_08_08";"Mars_S";"Martian";"Luxury";12;13;718,97
"2024_03_27";"Andromeda_P";"Human";"Economy";1;11;978,22
"2024_07_24";"Mars_S";"Human";"Luxury";10;9;778,61
"2024_12_19";"Jupiter_S";"Andromedan";"Economy";8;10;492,63
"2024_12_03";"Saturn_P";"Andromedan";"Luxury";4;4;1167,4
"2024_06_20";"Jupiter_S";"Venutian";"Business";1;6;970,72
"2024_11_24";"Saturn_S";"Andromedan";"Business";9;7;1067,2
"2024_04_02";"Saturn_P";"Andromedan";"Economy";10;5;985,72
"2024_05_23";"Jupiter_P";"Human";"Luxury";7;3;1184,5
"2024_09_20";"Venus_S";"Venutian";"Economy";12;11;495,35
"2024_10_05";"Saturn_S";"Andromedan";"Business";9;12;953,09
"2024_10_21";"Jupiter_P";"Jovian";"Economy";7;2;921,22
"2024_07_28";"Jupiter_P";"Jovian";"Economy";3;13;1040,75
"2024_11_19";"Venus_S";"Human";"Business";11;3;1189,23
"2024_05_05";"Andromeda_P";"Human";"Luxury";13;11;1241,12
"2024_07_21";"Andromeda_P";"Saturnian";"Business";4;1;1672,64
"2024_11_27";"Andromeda_S";"Saturnian";"Business";8;13;1070,11
"2024_06_02";"Mars_P";"Martian";"Business";4;3;1555,76
"2024_05_26";"Saturn_S";"Jovian";"Business";4;4;1123,04
"2024_05_06";"Jupiter_S";"Human";"Economy";5;4;306,8
"2024_05_23";"Venus_S";"Human";"Luxury";6;4;566,84
"2024_05_05";"Jupiter_S";"Saturnian";"Economy";4;1;571,23
"2024_06_29";"Jupiter_P";"Jovian";"Luxury";3;4;1016,08
"2024_07_12";"Saturn_P";"Human";"Business";1;2;1458,05
"2024_01_25";"Jupiter_P";"Human";"Luxury";3;11;1066,91
"2024_06_13";"Jupiter_S";"Venutian";"Luxury";3;3;731,25
"2024_10_15";"Saturn_S";"Andromedan";"Luxury";6;10;692,14
"2024_07_04";"Venus_P";"Jovian";"Luxury";7;4;1029,95
"2024_11_10";"Mars_P";"Martian";"Luxury";12;5;1204,52
"2024_01_16";"Andromeda_S";"Saturnian";"Business";13;10;973,62
"2024_10_08";"Venus_P";"Human";"Luxury";6;5;1215,82
"2024_11_01";"Andromeda_S";"Martian";"Economy";7;2;585,56
"2024_11_26";"Andromeda_P";"Andromedan";"Luxury";8;12;1034,22
"2024_02_29";"Venus_S";"Venutian";"Luxury";1;4;791,14
"2024_06_14";"Andromeda_P";"Jovian";"Economy";2;12;891,47
"2024_12_28";"Mars_S";"Saturnian";"Luxury";14;2;664,53
"2024_07_05";"Mars_P";"Saturnian";"Business";8;6;1681,26
"2024_10_22";"Jupiter_P";"Andromedan";"Economy";7;4;1077,81
"2024_11_08";"Andromeda_S";"Venutian";"Luxury";2;1;783,18
"2024_03_23";"Saturn_S";"Martian";"Business";14;2;1077,29
"2024_11_30";"Saturn_S";"Saturnian";"Business";5;4;1099,98
"2024_09_24";"Saturn_P";"Andromedan";"Business";10;9;1486,67
"2024_02_28";"Saturn_S";"Martian";"Luxury";9;4;681,87
"2024_12_06";"Venus_S";"Martian";"Economy";10;9;570,43
"2024_07_04";"Saturn_P";"Saturnian";"Luxury";6;3;1111,84
"2024_01_28";"Mars_P";"Human";"Business";9;3;1551,85
"2024_06_06";"Venus_S";"Andromedan";"Business";4;2;1034,22
"2024_08_13";"Jupiter_S";"Venutian";"Business";7;2;1195,19
"2024_01_28";"Saturn_S";"Saturnian";"Business";9;9;1071,05
"2024_08_13";"Venus_S";"Saturnian";"Economy";9;3;586,01
"2024_07_17";"Mars_P";"Martian";"Economy";10;12;842,59
"2024_01_25";"Saturn_S";"Human";"Luxury";7;2;778,02
"2024_08_09";"Andromeda_P";"Andromedan";"Business";8;13;1413,94
"2024_08_13";"Venus_S";"Martian";"Luxury";13;6;522,84
"2024_03_17";"Andromeda_P";"Saturnian";"Business";10;8;1580,96
"2024_04_03";"Saturn_P";"Saturnian";"Luxury";12;7;999,19
"2024_08_13";"Jupiter_P";"Andromedan";"Business";11;4;1435,26
"2024_05_14";"Jupiter_P";"Jovian";"Business";11;8;1464,08
"2024_04_10";"Saturn_P";"Jovian";"Economy";13;12;935,91
"2024_10_23";"Venus_S";"Saturnian";"Economy";12;1;406,82
"2024_07_06";"Jupiter_P";"Jovian";"Luxury";4;8;1009
"2024_01_09";"Venus_P";"Martian";"Luxury";3;9;1141,64
"2024_02_03";"Mars_P";"Martian";"Economy";1;13;1054,62
"2024_07_21";"Venus_P";"Venutian";"Business";5;5;1602,02
"2024_06_22";"Jupiter_S";"Martian";"Luxury";13;8;637,15
"2024_01_20";"Jupiter_S";"Jovian";"Luxury";1;12;700,2
"2024_06_24";"Andromeda_P";"Andromedan";"Economy";9;11;1035,76
"2024_12_15";"Andromeda_S";"Jovian";"Business";11;13;891,49
"2024_04_07";"Saturn_P";"Jovian";"Business";13;3;1554,81
"2024_04_30";"Jupiter_S";"Saturnian";"Business";13;8;1166,68
"2024_09_25";"Venus_S";"Martian";"Business";10;11;1157,9
"2024_05_10";"Mars_P";"Saturnian";"Economy";12;10;1077,44
"2024_03_25";"Andromeda_P";"Andromedan";"Business";2;11;1393,37
"2024_03_08";"Jupiter_P";"Martian";"Business";4;6;1622,69
"2024_05_25";"Mars_S";"Venutian";"Economy";14;13;368,31
"2024_08_18";"Saturn_P";"Human";"Business";14;2;1534,1
"2024_06_15";"Venus_P";"Jovian";"Business";10;3;1588,67
"2024_11_24";"Saturn_P";"Martian";"Luxury";9;10;1132,97
"2024_12_02";"Andromeda_P";"Human";"Business";7;5;1628,41
"2024_06_10";"Jupiter_P";"Saturnian";"Business";12;12;1576,02
"2024_06_25";"Jupiter_P";"Human";"Economy";4;4;1043,56
"2024_05_24";"Andromeda_S";"Jovian";"Economy";2;6;472,57
"2024_08_21";"Jupiter_S";"Human";"Luxury";11;6;660,66
"2024_07_13";"Andromeda_P";"Martian";"Economy";7;12;1024,53
"2024_05_04";"Mars_P";"Human";"Business";1;4;1589,35
"2024_10_11";"Mars_P";"Human";"Economy";1;6;807,59
"2024_12_26";"Venus_P";"Jovian";"Luxury";14;5;1049,47
"2024_03_09";"Saturn_P";"Jovian";"Economy";13;6;823,24
"2024_07_10";"Saturn_P";"Martian";"Luxury";13;9;1022,9
"2024_02_29";"Jupiter_S";"Saturnian";"Business";5;8;1082,33
"2024_04_29";"Mars_S";"Andromedan";"Luxury";3;3;522,38
"2024_11_10";"Jupiter_S";"Saturnian";"Business";4;12;1154,98
"2024_09_17";"Mars_S";"Jovian";"Luxury";2;4;738,09
"2024_03_27";"Venus_S";"Saturnian";"Luxury";6;8;699,82
"2024_03_10";"Mars_P";"Martian";"Luxury";4;10;1254,75
"2024_03_05";"Jupiter_P";"Human";"Business";2;11;1576,92
"2024_03_25";"Jupiter_P";"Venutian";"Economy";7;3;1064,55
"2024_05_24";"Saturn_S";"Andromedan";"Luxury";13;10;694,9
"2024_02_20";"Venus_P";"Andromedan";"Luxury";9;13;1069,32
"2024_10_06";"Jupiter_S";"Andromedan";"Economy";3;13;538,28
"2024_04_21";"Andromeda_P";"Andromedan";"Business";10;2;1542,59
"2024_08_09";"Mars_P";"Human";"Luxury";14;7;1004,84
"2024_06_08";"Saturn_S";"Andromedan";"Luxury";4;8;667,25
"2024_09_30";"Jupiter_P";"Andromedan";"Business";9;8;1549,66
"2024_06_24";"Andromeda_P";"Jovian";"Luxury";4;11;1047,78
"2024_09_25";"Jupiter_P";"Saturnian";"Economy";4;7;992,65
"2024_05_12";"Venus_P";"Jovian";"Business";11;11;1455,88
"2024_04_24";"Andromeda_P";"Martian";"Economy";1;10;859,6
"2024_12_18";"Mars_S";"Saturnian";"Luxury";8;7;600,59
"2024_05_05";"Venus_P";"Jovian";"Business";13;5;1462,71
"2024_04_26";"Saturn_S";"Martian";"Business";9;5;1068,87
"2024_04_01";"Andromeda_S";"Human";"Economy";5;4;369,51
"2024_09_30";"Venus_P";"Andromedan";"Business";2;12;1633,66
"2024_11_03";"Saturn_S";"Venutian";"Economy";6;7;417,29
"2024_05_30";"Jupiter_P";"Saturnian";"Business";5;1;1447,22
"2024_10_17";"Saturn_P";"Jovian";"Economy";12;7;922,41
"2024_07_06";"Mars_S";"Human";"Business";8;9;960,23
"2024_08_31";"Venus_P";"Martian";"Economy";1;9;995,83
"2024_08_20";"Jupiter_S";"Human";"Economy";2;8;503
"2024_06_04";"Saturn_S";"Andromedan";"Business";3;11;1006,87
"2024_08_05";"Venus_S";"Venutian";"Economy";10;6;456,14
"2024_11_24";"Jupiter_S";"Jovian";"Business";2;12;930,16
"2024_09_12";"Mars_P";"Andromedan";"Business";12;4;1613,09
"2024_03_13";"Andromeda_S";"Human";"Economy";3;7;455,02
"2024_10_20";"Jupiter_P";"Martian";"Economy";7;12;1070,38
"2024_02_04";"Jupiter_P";"Venutian";"Business";7;1;1478,08
"2024_12_11";"Jupiter_S";"Martian";"Economy";3;11;333,83
"2024_09_14";"Andromeda_S";"Jovian";"Economy";8;12;375,21
"2024_10_16";"Jupiter_P";"Human";"Economy";14;5;1009,47
"2024_12_02";"Saturn_S";"Venutian";"Business";12;10;1116,13
"2024_07_12";"Mars_P";"Andromedan";"Luxury";6;12;1237,93
"2024_06_30";"Andromeda_P";"Martian";"Business";2;9;1401,75
"2024_12_10";"Mars_P";"Martian";"Luxury";14;3;1273,02
"2024_10_25";"Mars_S";"Venutian";"Luxury";13;9;690,8
"2024_09_10";"Venus_S";"Saturnian";"Business";7;1;944,63
"2024_08_09";"Andromeda_S";"Martian";"Luxury";3;3;551,6
"2024_05_17";"Venus_P";"Jovian";"Luxury";1;11;1098,32
"2024_08_27";"Andromeda_P";"Martian";"Luxury";7;10;1142,25
"2024_10_01";"Andromeda_S";"Andromedan";"Economy";10;12;426,28
"2024_04_12";"Andromeda_S";"Martian";"Luxury";14;5;557,34
"2024_07_08";"Venus_S";"Jovian";"Economy";5;10;301,4
"2024_01_22";"Jupiter_P";"Human";"Luxury";10;7;1208,58
"2024_06_15";"Jupiter_S";"Jovian";"Luxury";1;5;702,09
"2024_10_29";"Saturn_S";"Jovian";"Economy";6;6;419,9
"2024_03_13";"Venus_S";"Andromedan";"Luxury";4;5;774,38
"2024_12_20";"Mars_P";"Martian";"Luxury";6;9;1005,12
"2024_03_13";"Jupiter_S";"Saturnian";"Business";6;10;1025,57
"2024_04_08";"Jupiter_P";"Andromedan";"Economy";6;8;1011,6
"2024_01_08";"Saturn_P";"Saturnian";"Economy";8;10;944,11
"2024_08_22";"Jupiter_P";"Andromedan";"Luxury";2;13;1151,94
"2024_08_25";"Venus_P";"Saturnian";"Economy";1;2;1011,79
"2024_12_22";"Mars_P";"Human";"Economy";4;8;905,87
"2024_10_06";"Saturn_S";"Venutian";"Luxury";13;13;663,49
"2024_08_05";"Mars_S";"Martian";"Economy";14;11;509,49
"2024_01_24";"Andromeda_S";"Andromedan";"Business";3;13;1001,76
"2024_07_30";"Mars_P";"Venutian";"Business";5;1;1661,41
"2024_01_24";"Andromeda_S";"Andromedan";"Business";11;11;888,15
"2024_02_26";"Andromeda_S";"Venutian";"Business";14;9;923,53
"2024_04_22";"Andromeda_S";"Saturnian";"Economy";9;4;392,75
"2024_09_21";"Venus_S";"Martian";"Economy";6;1;452,4
"2024_08_21";"Mars_P";"Martian";"Luxury";6;11;1178,05
"2024_05_23";"Andromeda_P";"Andromedan";"Business";1;3;1622,74
"2024_07_09";"Mars_S";"Human";"Economy";1;7;488,34
"2024_12_10";"Saturn_P";"Jovian";"Economy";10;1;1087,91
"2024_12_17";"Venus_P";"Human";"Business";1;3;1413,11
"2024_04_05";"Andromeda_S";"Saturnian";"Luxury";6;7;772,85
"2024_07_11";"Mars_S";"Human";"Luxury";4;8;532,54
"2024_08_11";"Mars_P";"Martian";"Business";8;9;1575,98
"2024_03_29";"Andromeda_S";"Venutian";"Business";7;1;1139,06
"2024_06_27";"Jupiter_P";"Human";"Luxury";12;12;1196,19
"2024_08_17";"Andromeda_S";"Human";"Business";11;6;1142,63
"2024_12_05";"Jupiter_S";"Jovian";"Luxury";12;2;550,29
"2024_12_17";"Andromeda_S";"Martian";"Economy";8;2;397,85
"2024_01_31";"Mars_S";"Human";"Luxury";11;9;673,26
"2024_05_10";"Andromeda_S";"Saturnian";"Economy";7;9;467,31
"2024_12_16";"Venus_P";"Andromedan";"Economy";9;7;811,77
"2024_10_26";"Jupiter_P";"Venutian";"Business";6;13;1633,7
"2024_09_15";"Andromeda_S";"Saturnian";"Business";12;8;1150,55
"2024_12_09";"Andromeda_P";"Andromedan";"Luxury";11;9;1063,88
"2024_06_10";"Jupiter_P";"Martian";"Luxury";2;10;1269,07
"2024_08_25";"Saturn_P";"Andromedan";"Business";12;13;1535,42
"2024_07_25";"Mars_S";"Jovian";"Economy";8;7;301,21
"2024_10_31";"Mars_S";"Venutian";"Business";10;2;922,06
"2024_10_01";"Mars_P";"Martian";"Luxury";5;10;1218,46
"2024_09_02";"Mars_S";"Human";"Economy";13;8;469,38
"2024_04_20";"Saturn_P";"Andromedan";"Luxury";1;11;1212,52
"2024_08_04";"Jupiter_S";"Venutian";"Business";12;11;894,1
"2024_10_18";"Mars_P";"Jovian";"Business";4;13;1526,11
"2024_06_12";"Mars_P";"Human";"Luxury";1;1;1126,37
"2024_12_06";"Venus_P";"Martian";"Economy";11;3;1011,23
"2024_10_09";"Mars_S";"Jovian";"Economy";13;12;339,56
"2024_05_08";"Jupiter_S";"Human";"Business";14;7;1030,36
"2024_11_26";"Saturn_P";"Human";"Luxury";10;12;1268,09
"2024_06_26";"Andromeda_P";"Andromedan";"Economy";6;6;893,15
"2024_04_21";"Mars_P";"Jovian";"Business";8;8;1518,3
"2024_04_01";"Jupiter_S";"Saturnian";"Economy";12;9;389,66
"2024_03_15";"Andromeda_S";"Martian";"Business";10;9;1148,36
"2024_03_15";"Venus_P";"Venutian";"Business";4;3;1628,82
"2024_06_18";"Jupiter_S";"Martian";"Business";12;11;1044,21
"2024_05_24";"Jupiter_P";"Andromedan";"Economy";11;13;897,25
"2024_02_05";"Jupiter_S";"Saturnian";"Business";5;8;1178,24
"2024_12_03";"Mars_P";"Martian";"Economy";6;11;953,57
"2024_10_12";"Venus_S";"Jovian";"Luxury";10;12;719,53
"2024_02_07";"Andromeda_P";"Human";"Economy";11;2;885,15
"2024_02_28";"Venus_P";"Martian";"Business";13;4;1686,43
"2024_03_09";"Saturn_S";"Venutian";"Economy";12;5;357,27
"2024_11_10";"Andromeda_P";"Venutian";"Economy";11;11;858,36
"2024_02_26";"Andromeda_P";"Jovian";"Luxury";6;12;1115,06
"2024_04_10";"Venus_S";"Saturnian";"Luxury";3;3;729
"2024_01_16";"Jupiter_S";"Martian";"Business";1;7;899,59
"2024_09_01";"Mars_S";"Martian";"Business";14;3;935,99
"2024_10_15";"Mars_S";"Jovian";"Business";12;13;1161,53
"2024_11_11";"Venus_S";"Human";"Economy";14;12;390,12
"2024_01_14";"Saturn_P";"Human";"Business";3;8;1600,67
"2024_05_25";"Jupiter_P";"Jovian";"Economy";13;7;796,67
"2024_04_03";"Venus_S";"Human";"Economy";2;11;469,3
"2024_06_14";"Andromeda_P";"Jovian";"Economy";10;8;934,3
"2024_05_29";"Andromeda_S";"Saturnian";"Business";11;13;1012,34
"2024_09_02";"Venus_P";"Martian";"Economy";7;11;1074,72
"2024_06_13";"Venus_S";"Venutian";"Luxury";9;11;602,35
"2024_11_04";"Mars_P";"Martian";"Business";14;12;1450,78
"2024_05_24";"Saturn_P";"Saturnian";"Business";5;1;1602,5
"2024_02_01";"Saturn_P";"Andromedan";"Economy";3;10;936,08
"2024_04_08";"Mars_S";"Jovian";"Economy";9;7;549,72
"2024_11_07";"Mars_S";"Human";"Economy";5;5;526,8
"2024_04_20";"Mars_S";"Martian";"Economy";7;13;425,14
"2024_03_17";"Andromeda_S";"Human";"Luxury";10;4;689,12
"2024_10_30";"Mars_S";"Human";"Business";10;13;897
"2024_06_16";"Jupiter_S";"Martian";"Luxury";9;10;609,63
"2024_05_16";"Mars_S";"Human";"Luxury";14;13;759,33
"2024_09_14";"Andromeda_S";"Martian";"Economy";1;4;491,57
"2024_07_09";"Jupiter_S";"Jovian";"Business";11;13;1161,31
"2024_08_02";"Venus_S";"Human";"Luxury";14;13;690,87
"2024_08_29";"Venus_P";"Saturnian";"Luxury";14;10;1213,53
"2024_05_23";"Venus_S";"Martian";"Luxury";9;7;597,17
"2024_09_14";"Andromeda_S";"Saturnian";"Business";11;9;1141,9
"2024_07_11";"Andromeda_P";"Martian";"Economy";8;7;964,78
"2024_06_24";"Jupiter_P";"Jovian";"Luxury";11;5;1251,34
"2024_03_16";"Andromeda_S";"Human";"Luxury";12;3;567,44
"2024_05_10";"Andromeda_S";"Jovian";"Business";8;5;978,36
"2024_07_20";"Mars_P";"Jovian";"Business";4;1;1630,69
"2024_05_16";"Andromeda_P";"Saturnian";"Economy";11;5;937,02
"2024_04_15";"Venus_P";"Jovian";"Luxury";13;8;1237,61
"2024_09_30";"Mars_P";"Martian";"Business";9;8;1538,59
"2024_04_17";"Jupiter_S";"Human";"Economy";13;13;374,46
"2024_01_20";"Saturn_S";"Martian";"Luxury";10;11;645,02
"2024_07_10";"Jupiter_S";"Andromedan";"Economy";7;9;485,27
"2024_05_25";"Andromeda_S";"Saturnian";"Economy";10;3;434,43
"2024_10_22";"Venus_P";"Human";"Luxury";5;5;1035,46
"2024_09_06";"Mars_P";"Martian";"Economy";13;12;963,98
"2024_05_21";"Venus_P";"Jovian";"Business";2;12;1403,33
"2024_01_15";"Mars_P";"Saturnian";"Business";8;11;1652,28
"2024_09_03";"Mars_P";"Jovian";"Economy";3;8;999,2
"2024_10_29";"Mars_P";"Martian";"Economy";12;2;976,78
"2024_12_13";"Andromeda_S";"Jovian";"Business";1;7;1069,54
"2024_09_23";"Mars_S";"Martian";"Luxury";3;5;628,91
"2024_01_30";"Andromeda_P";"Saturnian";"Business";14;11;1443,81
"2024_09_10";"Mars_P";"Venutian";"Economy";9;2;905,27
"2024_02_18";"Jupiter_S";"Venutian";"Business";2;13;911,66
