no,location,nop,income,expend,alcohol,price
10045124,200t-500t,3,2219,1651,0,1.048
11519124,20t-100t,3,1675,1641,0,1.048
21043124,200t-500t,2,3207,2326,163,1.048
21155121,-20t,3,2233,1992,101,1.048
10292121,200t-500t,5,3783,4071,179,1.048
21232124,100t-200t,3,1929,1562,227,1.048
12300121,wies,4,1241,1151,0,1.048
21083124,20t-100t,5,2141,2164,246,1.048
12432124,wies,3,1963,1859,0,1.048
20113121,500t+,6,2138,1793,0,1.048
11676124,20t-100t,5,2318,2477,0,1.048
21092124,-20t,2,1730,1759,89,1.048
20036121,200t-500t,4,1905,1462,0,1.048
22161121,wies,3,1300,1903,182,1.048
22210121,wies,4,2157,1682,181,1.048
22167124,wies,5,2769,1381,0,1.048
20018124,500t+,4,4390,3444,159,1.048
22015124,wies,3,997,774,0,1.048
22059124,wies,4,1463,1107,153,1.048
10158121,500t+,2,2096,2549,0,1.048
21040124,100t-200t,2,1488,1713,0,1.048
10238121,200t-500t,7,4022,3588,0,1.048
22210124,wies,5,1223,1220,0,1.048
11604121,-20t,5,2129,1365,0,1.048
21010121,-20t,5,3582,3170,0,1.048
11645124,20t-100t,4,5556,6955,155,1.048
10275124,200t-500t,2,1675,3129,0,1.048
22155124,wies,7,3080,2611,0,1.048
10334124,500t+,3,6350,4358,0,1.048
22129121,wies,4,4208,9875,0,1.048
21165121,20t-100t,3,2171,1698,175,1.048
22165124,wies,2,2865,2011,0,1.048
22094124,wies,8,1956,1808,165,1.048
20084121,500t+,5,4225,5463,364,1.048
20050121,200t-500t,2,1437,868,0,1.048
22209121,wies,3,800,954,132,1.048
22224124,wies,4,2622,2677,0,1.048
21161124,20t-100t,4,4594,5398,41,1.048
21210121,100t-200t,3,1118,966,0,1.048
20011124,500t+,3,3604,4716,0,1.048
11698124,100t-200t,4,1853,1605,105,1.048
21176121,20t-100t,4,2042,1595,23,1.048
21066124,100t-200t,4,2019,2139,154,1.048
21067124,100t-200t,3,2238,3124,0,1.048
22051121,wies,4,2072,1223,0,1.048
21050121,20t-100t,2,1345,2623,0,1.048
21264121,-20t,6,3425,2606,139,1.048
20012121,500t+,4,4742,3262,217,1.048
11470124,20t-100t,5,1833,1972,329,1.048
11073124,-20t,6,670,1089,89,1.048
21104124,20t-100t,4,6780,4723,0,1.048
11210121,200t-500t,4,1882,2017,108,1.048
20129121,200t-500t,4,2623,2558,81,1.048
10142121,500t+,3,3892,3193,180,1.048
20153124,500t+,1,727,869,60,1.048
21155124,-20t,4,4180,4439,329,1.048
10366124,200t-500t,5,2433,4212,215,1.048
21123124,100t-200t,4,1335,1824,0,1.048
12537121,wies,5,2295,1859,87,1.048
11108124,20t-100t,4,1844,1909,0,1.048
11391121,20t-100t,4,1649,1872,0,1.048
22156121,wies,5,2874,1965,0,1.048
21109124,20t-100t,2,3570,3696,0,1.048
20079124,500t+,4,7040,4979,0,1.048
21225124,20t-100t,3,2750,2344,211,1.048
21006121,20t-100t,3,4359,3725,0,1.048
11030124,20t-100t,3,2000,1800,192,1.048
10261125,200t-500t,4,3177,2842,0,1.048
20122124,500t+,4,2855,2264,0,1.048
21041121,200t-500t,3,4789,4254,0,1.048
11570124,-20t,2,1800,1669,0,1.048
21088121,20t-100t,4,2838,3059,76,1.048
11083124,20t-100t,5,3808,2275,0,1.048
21216124,200t-500t,2,1874,1917,0,1.048
11073121,-20t,5,2302,3263,0,1.048
21084124,20t-100t,3,3492,2959,0,1.048
22047124,wies,2,1350,972,130,1.048
10063124,100t-200t,3,6107,19966,86,1.048
10329124,500t+,3,2588,2360,249,1.048
21082121,20t-100t,3,1541,1284,235,1.048
11233124,100t-200t,4,2300,2022,0,1.048
20052124,100t-200t,4,3357,3047,0,1.048
20002124,200t-500t,2,2187,1520,0,1.048
10345124,500t+,3,2391,4284,131,1.048
21076124,-20t,4,1195,889,57,1.048
21081124,20t-100t,5,4860,3378,0,1.048
11686121,-20t,4,2822,1835,0,1.048
10297121,200t-500t,3,2076,1435,241,1.048
21228121,100t-200t,4,5604,3780,154,1.048
21233124,100t-200t,3,760,687,0,1.048
21112124,-20t,2,3185,2866,0,1.048
22154124,wies,3,2750,1727,0,1.048
22082121,wies,2,972,1804,119,1.048
20153121,500t+,4,2487,2290,201,1.048
11076121,20t-100t,4,3342,3036,0,1.048
11763121,100t-200t,4,1855,887,0,1.048
11766124,100t-200t,2,2703,2076,0,1.048
12274121,wies,7,3581,4809,750,1.048
21108124,-20t,1,2621,3454,0,1.048
21012121,20t-100t,1,1712,2381,0,1.048
22074121,wies,3,2665,1938,0,1.048
11077124,-20t,1,1482,1068,0,1.048
11198124,-20t,4,1792,2551,194,1.048
20046124,200t-500t,2,2580,1932,0,1.048
12548124,wies,4,2687,3851,0,1.048
11689121,-20t,5,2434,1835,0,1.048
11311124,20t-100t,3,1478,2633,161,1.048
21061121,-20t,5,2992,2473,33,1.048
11099124,20t-100t,1,880,1082,98,1.048
21139124,20t-100t,2,2632,2513,0,1.048
20034124,200t-500t,3,1853,2025,0,1.048
20140121,200t-500t,7,2375,2047,0,1.048
21053121,20t-100t,3,1478,825,60,1.048
11323121,-20t,3,2389,1819,0,1.048
11113121,20t-100t,3,1690,1830,330,1.048
21052121,20t-100t,3,3711,3544,0,1.048
11113124,20t-100t,3,2632,2961,0,1.048
21066121,100t-200t,4,3208,3877,122,1.048
12301121,wies,5,1873,894,0,1.048
22126121,wies,5,1818,1541,46,1.048
22173124,wies,3,1041,1203,0,1.048
11363121,-20t,5,2921,2615,71,1.048
20049121,200t-500t,2,1392,1606,200,1.048
22102124,wies,3,2366,1823,0,1.048
10353121,200t-500t,4,4181,4469,326,1.048
10033121,200t-500t,5,4928,3099,0,1.048
21059121,20t-100t,2,4220,3614,0,1.048
20070124,500t+,4,3325,3079,200,1.048
20066121,500t+,2,2881,3605,0,1.048
12268124,wies,6,3782,3114,0,1.048
11545124,100t-200t,1,1793,1820,0,1.048
11728124,-20t,3,1368,860,0,1.048
22212121,wies,3,3955,4145,0,1.048
20073124,500t+,3,3962,6019,0,1.048
10299124,200t-500t,2,2930,2126,9,1.048
21036124,-20t,4,1918,1822,87,1.048
12496121,wies,4,3654,2485,234,1.048
21005121,-20t,4,1909,1545,121,1.048
11410121,20t-100t,4,2742,2670,175,1.048
21150124,20t-100t,3,3520,1796,0,1.048
22167121,wies,3,2383,1950,230,1.048
21024121,100t-200t,2,1266,911,0,1.048
10031124,200t-500t,4,4115,2831,0,1.048
11716121,100t-200t,2,1087,810,76,1.048
10199124,500t+,3,2188,1624,48,1.048
10149124,500t+,2,4207,4727,66,1.048
10222121,100t-200t,3,2862,2724,0,1.048
11053121,20t-100t,4,3130,3130,135,1.048
11754124,20t-100t,2,2641,2119,0,1.048
21025121,100t-200t,2,1800,1286,0,1.048
22199124,wies,2,2612,3062,0,1.048
21247121,-20t,2,611,640,0,1.048
20068124,500t+,3,3850,3038,0,1.048
10026124,200t-500t,3,2304,2138,63,1.048
21285121,-20t,2,1596,1337,204,1.048
21020124,20t-100t,1,1389,1634,199,1.048
21019124,20t-100t,5,3085,1946,109,1.048
12410121,wies,5,2650,1501,0,1.048
20097121,500t+,2,2521,2338,0,1.048
11330124,200t-500t,3,1927,1673,70,1.048
22093124,wies,2,3198,2647,0,1.048
12352124,wies,2,3880,4244,0,1.048
11129124,-20t,4,1574,2106,0,1.048
21058125,20t-100t,3,2307,3633,49,1.048
20088121,500t+,2,1800,2062,115,1.048
10026121,200t-500t,3,1048,1292,122,1.048
11278124,200t-500t,4,2475,2158,204,1.048
21167124,20t-100t,4,4348,2734,32,1.048
11716124,100t-200t,2,1667,1998,65,1.048
22033124,wies,4,2078,2201,0,1.048
10366121,200t-500t,1,2500,3521,0,1.048
21053124,20t-100t,3,2817,3233,161,1.048
21002121,20t-100t,4,1805,1548,156,1.048
12148124,wies,3,1168,1931,93,1.048
22125124,wies,3,3762,3628,234,1.048
20150122,500t+,4,2726,3079,212,1.048
11204121,100t-200t,4,2228,2137,0,1.048
20055124,100t-200t,3,3660,3505,87,1.048
21190121,20t-100t,2,2446,2595,220,1.048
20052121,100t-200t,2,1315,1286,0,1.048
11197121,20t-100t,4,2553,2553,238,1.048
22084121,wies,4,2386,2457,0,1.048
11554124,-20t,5,978,996,0,1.048
20110121,500t+,2,4582,3968,220,1.048
12079124,wies,3,1595,1697,0,1.048
20143124,500t+,2,8206,5554,0,1.048
21223124,20t-100t,4,3000,2598,0,1.048
20007121,200t-500t,2,2354,2275,0,1.048
20103124,500t+,4,3818,4930,63,1.048
20141124,200t-500t,2,3197,6502,628,1.048
11287121,20t-100t,5,3851,3713,45,1.048
12150121,wies,5,1446,1274,0,1.048
21135124,-20t,5,1885,1571,86,1.048
22163124,wies,4,2080,1509,0,1.048
21124124,100t-200t,4,3603,3562,0,1.048
20114124,500t+,4,1571,1493,0,1.048
11236121,100t-200t,2,2400,3163,81,1.048
20136121,200t-500t,4,2766,3716,144,1.048
20026121,200t-500t,2,2668,1739,0,1.048
12063121,wies,4,2065,2005,207,1.048
11213124,200t-500t,3,1788,1307,0,1.048
11115124,-20t,4,2122,1206,122,1.048
10060121,200t-500t,3,1743,1529,0,1.048
21030121,20t-100t,2,1477,1410,0,1.048
11294124,100t-200t,4,3675,2236,69,1.048
12255121,wies,3,1647,2560,0,1.048
11110124,20t-100t,2,1680,1871,0,1.048
20128121,200t-500t,1,606,729,0,1.048
20127124,500t+,2,1530,1525,120,1.048
22205121,wies,3,3716,3916,195,1.048
11552124,20t-100t,3,2800,2635,0,1.048
20125124,500t+,3,3639,4526,0,1.048
10305121,200t-500t,5,1650,1385,0,1.048
10168121,500t+,2,1658,1907,0,1.048
20119121,500t+,5,2925,2570,129,1.048
21064124,20t-100t,2,1474,1534,0,1.048
12543124,wies,4,2158,1476,0,1.048
12270124,wies,5,1772,2305,0,1.048
10156121,500t+,5,1920,3068,0,1.048
11699121,200t-500t,3,2686,1845,0,1.048
20148124,500t+,4,1792,1587,0,1.048
21028121,100t-200t,4,2672,2641,0,1.048
21042124,200t-500t,3,3701,2811,0,1.048
20115124,500t+,3,4426,3679,0,1.048
20113124,500t+,3,2236,2718,0,1.048
11714124,100t-200t,5,3491,3411,242,1.048
21161121,20t-100t,4,2390,2665,0,1.048
11248124,100t-200t,3,4335,4432,347,1.048
20038121,200t-500t,2,3861,3866,0,1.048
21212124,100t-200t,3,1896,1644,0,1.048
20108121,500t+,3,3393,3634,0,1.048
10099121,500t+,4,2683,1728,169,1.048
10151124,500t+,1,4090,2284,0,1.048
11017124,-20t,3,1562,1582,0,1.048
11676121,20t-100t,4,6008,5113,118,1.048
21067121,100t-200t,3,2165,2096,136,1.048
20123121,500t+,1,816,696,0,1.048
21174121,20t-100t,5,2800,2915,0,1.048
21090124,-20t,3,2225,1953,334,1.048
20142121,500t+,2,3148,2335,0,1.048
20101124,500t+,5,2516,2305,130,1.048
21212121,100t-200t,3,1200,1085,0,1.048
12042124,wies,4,1065,988,104,1.048
10127121,500t+,4,1934,2108,192,1.048
21158124,20t-100t,2,2947,4194,0,1.048
21147124,20t-100t,4,1305,1387,0,1.048
11115121,-20t,3,2341,1801,175,1.048
11508121,200t-500t,4,1987,2383,0,1.048
11522124,-20t,1,1450,1706,152,1.048
20095124,500t+,3,3780,3514,234,1.048
21081121,20t-100t,3,1558,1565,113,1.048
11248121,100t-200t,4,4648,2057,194,1.048
11044121,20t-100t,2,2593,2590,0,1.048
21041124,200t-500t,5,4258,2933,0,1.048
20004124,200t-500t,3,1970,1373,0,1.048
21282124,100t-200t,2,1508,1352,0,1.048
20089124,500t+,2,2750,2156,0,1.048
11265121,100t-200t,4,2731,1766,70,1.048
10118124,500t+,4,3136,2739,0,1.048
11240124,200t-500t,1,2688,2437,0,1.048
22152124,wies,3,1423,989,42,1.048
22202121,wies,4,3315,4105,0,1.048
10187121,500t+,1,2800,6072,95,1.048
10163121,500t+,2,3576,1467,0,1.048
11253121,20t-100t,4,1936,1892,0,1.048
12182124,wies,4,888,942,0,1.048
22046121,wies,5,1884,1915,106,1.048
20082121,500t+,3,746,1425,82,1.048
12522121,wies,4,2140,2598,0,1.048
20080124,500t+,1,1598,2887,70,1.048
11506124,100t-200t,3,3296,1863,0,1.048
21256121,-20t,5,1806,1717,0,1.048
10114121,500t+,4,4175,4511,453,1.048
11659121,20t-100t,2,2117,1392,0,1.048
11318124,20t-100t,3,3654,2621,0,1.048
21105124,20t-100t,4,3356,2025,217,1.048
11553121,20t-100t,4,2217,1920,0,1.048
11263121,20t-100t,5,4032,5090,0,1.048
11071121,-20t,4,2854,1955,136,1.048
20109124,500t+,4,2267,2131,113,1.048
20135121,200t-500t,2,2353,2173,181,1.048
20016121,500t+,2,4151,4327,128,1.048
10016124,500t+,3,930,879,0,1.048
12083121,wies,4,3922,2608,20,1.048
11496121,20t-100t,1,1964,2155,0,1.048
22063124,wies,2,1294,1412,0,1.048
20090124,500t+,4,4318,5371,0,1.048
20072121,500t+,3,2740,2417,0,1.048
11545121,100t-200t,3,1712,1544,0,1.048
20150124,500t+,4,2832,3146,0,1.048
11510124,200t-500t,5,1379,1147,0,1.048
10343124,500t+,2,2989,3070,0,1.048
11724122,-20t,3,1523,1523,0,1.048
11299124,20t-100t,5,6345,3753,72,1.048
11699124,200t-500t,3,1500,1563,121,1.048
21197124,100t-200t,3,3090,1669,0,1.048
11035124,20t-100t,2,1297,1236,70,1.048
20057121,100t-200t,4,4064,3421,0,1.048
11566121,20t-100t,2,1570,1540,0,1.048
12197124,wies,5,2976,2063,0,1.048
11284124,200t-500t,4,3925,6199,57,1.048
21101121,20t-100t,1,804,1518,0,1.048
22215124,wies,4,1863,2156,227,1.048
22016125,wies,4,1825,1426,0,1.048
21167121,20t-100t,3,2169,1743,371,1.048
21213124,100t-200t,4,1487,1510,0,1.048
22124121,wies,4,2389,2456,32,1.048
21073121,20t-100t,3,1501,1410,0,1.048
10135121,500t+,2,5365,5608,0,1.048
10186121,500t+,5,1946,1856,214,1.048
11640124,-20t,4,2434,2753,0,1.048
11757121,20t-100t,5,3301,3118,0,1.048
20048121,200t-500t,5,2489,1218,0,1.048
21208121,200t-500t,2,621,614,0,1.048
11290124,100t-200t,3,2902,5040,296,1.048
21158121,20t-100t,3,1640,1190,192,1.048
11479124,-20t,4,2058,1800,0,1.048
21133121,-20t,3,1423,1223,0,1.048
11291124,100t-200t,3,3517,2518,176,1.048
11472124,20t-100t,5,2399,1258,0,1.048
21014124,-20t,5,1833,1831,153,1.048
22116121,wies,3,2508,1237,0,1.048
20020121,100t-200t,2,990,3939,0,1.048
11026124,-20t,3,1675,1806,178,1.048
20041124,200t-500t,4,2666,2110,0,1.048
11426124,-20t,2,1870,2452,86,1.048
20040124,200t-500t,4,2000,1837,0,1.048
11151121,-20t,2,2195,1541,0,1.048
12099121,wies,3,2016,2304,210,1.048
11300121,-20t,3,2842,2155,0,1.048
22082124,wies,4,1449,1838,72,1.048
20033121,200t-500t,2,1681,1955,0,1.048
21044124,200t-500t,2,1921,1322,0,1.048
20044121,200t-500t,2,5150,5774,0,1.048
22063121,wies,2,1414,1299,130,1.048
21007121,20t-100t,4,1731,1499,0,1.048
11072121,-20t,4,4140,2798,135,1.048
20041121,200t-500t,5,1708,2233,395,1.048
11756124,20t-100t,3,3017,2899,0,1.048
21077121,20t-100t,3,1506,1416,234,1.048
21055124,-20t,5,2083,1793,119,1.048
21260124,20t-100t,2,1129,1620,0,1.048
22076124,wies,5,1738,977,0,1.048
20009124,500t+,3,5720,3753,129,1.048
11322121,-20t,3,1078,1019,0,1.048
20119124,500t+,3,5101,4606,148,1.048
11566124,20t-100t,4,4455,4041,0,1.048
11687124,-20t,4,1779,1693,0,1.048
11754121,20t-100t,2,4764,1928,277,1.048
20075121,500t+,3,2040,2101,0,1.048
10265121,200t-500t,3,2659,3054,0,1.048
11331124,200t-500t,2,1715,894,0,1.048
11405124,20t-100t,2,1961,2011,0,1.048
11335121,200t-500t,3,1685,1341,0,1.048
20071121,500t+,3,3639,2622,0,1.048
22028121,wies,1,1954,1226,0,1.048
21200124,200t-500t,4,1915,1910,0,1.048
11041124,100t-200t,5,3754,2999,0,1.048
11075121,20t-100t,6,3452,3330,0,1.048
12447124,wies,3,3169,1879,90,1.048
22085124,wies,4,2178,1293,0,1.048
11564121,20t-100t,5,1503,1474,166,1.048
20001124,200t-500t,4,1850,2075,0,1.048
20091121,500t+,3,2150,2947,183,1.048
12597121,wies,3,2920,4693,0,1.048
10196121,500t+,3,3292,3092,0,1.048
11349121,20t-100t,2,1238,542,111,1.048
10135124,500t+,1,3921,2599,0,1.048
10098121,500t+,3,735,774,0,1.048
12577124,wies,4,1959,1676,0,1.048
11352121,-20t,3,2050,2336,100,1.048
11723124,20t-100t,2,3425,5453,212,1.048
21080124,20t-100t,1,1598,1195,0,1.048
11352124,-20t,6,1580,1373,28,1.048
12429124,wies,4,6335,4676,227,1.048
20083124,500t+,2,6709,4796,683,1.048
21034124,20t-100t,3,2661,2552,0,1.048
12586124,wies,3,1635,1268,0,1.048
10275121,200t-500t,4,2043,2308,382,1.048
21154124,20t-100t,7,3006,3143,185,1.048
10120124,500t+,2,2406,2321,198,1.048
20018121,500t+,1,902,1095,65,1.048
21080121,20t-100t,5,1713,1528,145,1.048
20060121,500t+,3,3798,2993,0,1.048
21031121,-20t,2,1884,1732,134,1.048
10157121,500t+,1,1814,2130,0,1.048
11110121,20t-100t,3,2576,2084,0,1.048
20010121,500t+,1,3994,2403,0,1.048
12590124,wies,2,1604,3989,0,1.048
12313121,wies,4,3197,3598,0,1.048
11369121,-20t,4,1464,2714,0,1.048
12551121,wies,4,1382,1348,0,1.048
11075124,20t-100t,2,2341,2169,69,1.048
22197121,wies,2,1562,2219,0,1.048
12413124,wies,4,3181,2334,116,1.048
11442124,-20t,3,2778,1800,0,1.048
12544124,wies,6,1657,1945,0,1.048
10080124,500t+,2,1363,2071,0,1.048
12543121,wies,4,4317,4392,0,1.048
21148121,20t-100t,2,4393,4000,278,1.048
10164124,500t+,2,2010,2068,0,1.048
10204124,500t+,2,3512,2307,0,1.048
11393121,-20t,4,2345,2009,0,1.048
12526124,wies,4,1362,1342,76,1.048
11396121,-20t,4,1216,1475,0,1.048
11407124,20t-100t,3,3167,4788,0,1.048
12208124,wies,4,2598,2412,47,1.048
11578124,20t-100t,4,3204,1330,0,1.048
21013124,20t-100t,2,2300,2601,0,1.048
22045121,wies,4,2074,1552,146,1.048
11343121,100t-200t,1,2323,2713,0,1.048
11145124,20t-100t,2,1307,1992,159,1.048
20067124,500t+,1,3448,2507,63,1.048
21184124,20t-100t,3,4232,2755,0,1.048
10197124,500t+,1,2675,3049,0,1.048
20102121,500t+,4,2317,2103,0,1.048
11041121,100t-200t,1,1381,1462,0,1.048
21063124,-20t,4,1332,2840,112,1.048
11111121,-20t,6,2805,4341,0,1.048
11670124,20t-100t,4,2461,2885,0,1.048
11498121,20t-100t,5,3000,2949,0,1.048
22040124,wies,5,4272,2613,132,1.048
20105124,500t+,3,5200,4716,0,1.048
10033124,200t-500t,3,1560,2052,497,1.048
10133121,500t+,4,2667,1953,0,1.048
12479122,wies,6,3317,2450,0,1.048
11446124,-20t,4,2054,1526,0,1.048
10216121,100t-200t,2,1326,1436,92,1.048
11304124,20t-100t,3,1827,2184,101,1.048
12604124,wies,6,2053,2002,0,1.048
21136124,20t-100t,3,1017,1423,0,1.048
11447121,20t-100t,2,3409,7523,210,1.048
10283124,200t-500t,4,3131,3491,0,1.048
11569121,20t-100t,4,2364,1909,0,1.048
11014121,20t-100t,4,1954,2278,102,1.048
12499121,wies,5,3400,3339,0,1.048
12428121,wies,4,3650,1651,0,1.048
22086124,wies,1,974,2132,0,1.048
11240121,200t-500t,3,5216,5318,0,1.048
10143124,500t+,3,4571,4025,235,1.048
21062124,-20t,4,3500,2917,0,1.048
21146121,20t-100t,5,4325,3768,0,1.048
10327121,500t+,3,3751,3531,0,1.048
11335124,200t-500t,1,2051,1929,0,1.048
11559124,20t-100t,1,1738,1678,0,1.048
21002124,20t-100t,5,1014,1933,0,1.048
20092121,500t+,4,3000,3971,0,1.048
12435124,wies,4,1787,2272,54,1.048
11228124,200t-500t,3,988,1289,261,1.048
21078124,20t-100t,2,5178,4151,0,1.048
21033121,-20t,6,1542,1613,171,1.048
11080121,100t-200t,2,1535,2463,0,1.048
22208121,wies,4,2400,2645,0,1.048
21077124,20t-100t,2,3809,3920,0,1.048
21209124,200t-500t,4,1300,1076,0,1.048
21121124,20t-100t,5,2970,2249,0,1.048
11650124,-20t,2,2314,2283,0,1.048
10259121,200t-500t,4,2246,1696,130,1.048
21149124,20t-100t,5,4871,2425,152,1.048
11072124,-20t,3,2751,2107,149,1.048
11498124,20t-100t,6,2461,2626,219,1.048
11490124,20t-100t,2,1550,1207,0,1.048
21268121,20t-100t,3,1812,1096,0,1.048
10147124,500t+,3,8500,3566,0,1.048
12144124,wies,2,1621,3309,0,1.048
21192121,20t-100t,2,1101,1165,0,1.048
22060121,wies,3,2454,1621,0,1.048
11349124,20t-100t,1,3659,1973,0,1.048
21107121,20t-100t,2,4587,5607,160,1.048
21257124,-20t,1,2377,2665,0,1.048
11724124,-20t,2,693,936,24,1.048
20056121,100t-200t,3,2154,1691,0,1.048
11026121,-20t,2,1318,915,0,1.048
21091124,20t-100t,2,2722,1171,0,1.048
10080121,500t+,5,1689,1693,0,1.048
20046121,200t-500t,1,1214,682,0,1.048
21232121,100t-200t,2,1300,1533,0,1.048
20135124,200t-500t,1,3007,2909,0,1.048
10076124,500t+,4,2441,2010,0,1.048
10285124,200t-500t,5,4699,4389,0,1.048
21107124,20t-100t,2,2200,2286,0,1.048
11052121,-20t,2,2413,2413,0,1.048
21119121,-20t,4,3550,2873,0,1.048
21074121,-20t,2,1678,1572,0,1.048
11506121,100t-200t,4,3622,3907,0,1.048
10319121,100t-200t,3,812,1523,92,1.048
11442121,-20t,5,1938,4075,70,1.048
21259124,-20t,4,982,1526,0,1.048
20027124,200t-500t,4,2807,3539,0,1.048
21173121,100t-200t,5,1788,2209,0,1.048
21090121,-20t,1,1672,2153,0,1.048
11521121,-20t,3,1691,1469,206,1.048
11170124,20t-100t,3,2477,2487,280,1.048
12043124,wies,4,1467,1170,115,1.048
12306121,wies,4,1862,1888,0,1.048
21282121,100t-200t,2,1747,1328,0,1.048
22216124,wies,4,1872,1872,0,1.048
21260121,20t-100t,4,4130,3124,83,1.048
10042124,200t-500t,4,1966,1862,384,1.048
11517124,20t-100t,1,630,1184,336,1.048
11499121,20t-100t,4,2680,2470,0,1.048
21256124,-20t,6,2100,1657,72,1.048
21276124,20t-100t,2,2031,1470,90,1.048
11263124,20t-100t,3,1300,1034,0,1.048
11229124,200t-500t,3,1180,1229,137,1.048
10265124,200t-500t,2,2012,1767,0,1.048
21022124,-20t,5,3183,1676,0,1.048
11145121,20t-100t,2,2433,2873,41,1.048
21281124,20t-100t,3,1061,740,0,1.048
21025124,100t-200t,3,4217,4197,0,1.048
11567121,-20t,6,1850,1859,0,1.048
11554121,-20t,5,2094,1707,15,1.048
22090124,wies,3,1580,1432,0,1.048
12274124,wies,3,2647,2277,0,1.048
10195124,500t+,1,6700,6957,314,1.048
10095124,500t+,4,2147,3056,0,1.048
11560121,20t-100t,1,1442,1562,0,1.048
10335124,500t+,4,2293,2841,0,1.048
20074121,500t+,5,2650,1821,191,1.048
22165121,wies,4,3853,2093,78,1.048
22029121,wies,4,2038,1648,24,1.048
21160124,20t-100t,2,1240,1559,0,1.048
12255124,wies,6,3502,1877,99,1.048
22106124,wies,3,5991,5085,0,1.048
11460121,20t-100t,4,2322,1907,353,1.048
21263124,20t-100t,3,1854,1608,93,1.048
21164124,20t-100t,3,1939,2317,110,1.048
20022124,100t-200t,5,3980,2239,122,1.048
11488124,-20t,3,2633,2923,0,1.048
11565121,20t-100t,4,5275,3584,0,1.048
10118121,500t+,4,2296,1953,0,1.048
22189121,wies,4,2646,3981,410,1.048
11107121,20t-100t,3,1693,1449,100,1.048
11467124,-20t,6,3683,2322,0,1.048
20008121,200t-500t,3,2230,1634,0,1.048
20040121,200t-500t,3,1921,1792,0,1.048
11229121,200t-500t,4,2882,2023,167,1.048
11569124,20t-100t,4,3300,2513,0,1.048
20003124,200t-500t,3,2386,2281,0,1.048
21088124,20t-100t,4,2313,3345,376,1.048
11727124,-20t,3,2000,1715,29,1.048
10346121,500t+,2,2690,1184,35,1.048
11333124,200t-500t,2,4973,5143,0,1.048
20016124,500t+,3,572,1435,213,1.048
20031124,200t-500t,3,2454,2112,52,1.048
10070124,100t-200t,2,4275,5106,0,1.048
11221121,200t-500t,4,900,749,0,1.048
21242124,100t-200t,4,1752,1462,0,1.048
10090121,500t+,4,1340,1498,116,1.048
21231124,100t-200t,5,3343,3448,32,1.048
11579121,20t-100t,3,1828,1693,153,1.048
12060121,wies,5,3895,1990,115,1.048
12430121,wies,4,2500,1588,0,1.048
21250124,-20t,6,3087,3227,0,1.048
10161124,500t+,2,1055,944,58,1.048
10142124,500t+,3,2662,3122,0,1.048
21047124,20t-100t,4,3473,2657,87,1.048
22070121,wies,4,2445,1735,66,1.048
21265124,-20t,4,1936,1859,0,1.048
12545124,wies,4,3144,3398,0,1.048
11740121,20t-100t,6,1839,1638,0,1.048
12064121,wies,4,844,1070,0,1.048
21068124,100t-200t,1,1970,2058,0,1.048
21261124,100t-200t,4,1656,1322,0,1.048
11645121,20t-100t,3,2056,1356,0,1.048
21162124,20t-100t,2,3884,2924,80,1.048
22207124,wies,4,3150,1825,0,1.048
21043121,200t-500t,3,3678,3074,0,1.048
20151124,500t+,3,8900,5183,0,1.048
12603121,wies,2,602,1093,134,1.048
10354124,200t-500t,3,3816,2710,0,1.048
11564124,20t-100t,2,2015,4197,0,1.048
11640121,-20t,3,2736,2059,130,1.048
21163121,-20t,4,2154,2804,98,1.048
11292124,100t-200t,3,1936,1446,0,1.048
22087124,wies,5,1807,3293,0,1.048
21152121,-20t,4,2349,2227,145,1.048
11746121,20t-100t,2,2547,2134,0,1.048
11660124,20t-100t,2,1854,2066,0,1.048
20065124,500t+,3,4050,2236,66,1.048
20127121,500t+,2,577,450,0,1.048
21239121,200t-500t,3,2080,2531,0,1.048
11059124,-20t,3,1581,1268,39,1.048
21242121,100t-200t,3,2850,2404,0,1.048
12115124,wies,6,4083,3036,29,1.048
21008121,-20t,5,3931,1401,131,1.048
11522121,-20t,9,2890,2780,152,1.048
11305124,20t-100t,6,2101,2573,115,1.048
12146124,wies,3,2642,3281,0,1.048
12123124,wies,5,2392,1861,97,1.048
10003124,500t+,7,4616,6142,169,1.048
21207121,200t-500t,5,2526,2182,96,1.048
10126121,500t+,2,2400,2149,241,1.048
20149121,500t+,4,3596,2849,0,1.048
21026121,100t-200t,3,2350,1811,0,1.048
21267121,-20t,5,2397,2200,0,1.048
11696121,100t-200t,2,2481,1752,58,1.048
21095121,-20t,2,5681,7867,0,1.048
20146121,500t+,2,5054,4009,44,1.048
11758124,20t-100t,4,2348,1905,300,1.048
22057124,wies,2,1233,1092,0,1.048
20007124,200t-500t,2,2715,3195,0,1.048
10361124,200t-500t,3,2253,2072,0,1.048
10294121,200t-500t,2,1630,1771,0,1.048
12084124,wies,4,7905,4830,235,1.048
11709121,200t-500t,3,4954,4067,0,1.048
11408121,-20t,5,2301,1791,0,1.048
12507124,wies,2,1267,797,39,1.048
11550121,20t-100t,4,4378,2769,0,1.048
21094121,-20t,5,2740,2172,0,1.048
12136121,wies,5,2373,2021,0,1.048
12086121,wies,4,1846,2093,139,1.048
20087124,500t+,3,828,921,0,1.048
10290121,200t-500t,2,3156,3136,0,1.048
11717124,20t-100t,2,3238,1707,0,1.048
21084121,20t-100t,3,4561,4209,0,1.048
