mode,price,crate,dbeach,dpier,dprivate,dcharter,pbeach,ppier,pprivate,pcharter,qbeach,qpier,qprivate,qcharter,income
private,47.369999,.0102,0,0,1,0,252.64,252.64,47.369999,82.370003,.0678,.078900002,.0102,.0209,12.499998
private,18.870001,.0143,0,0,1,0,191.216,191.216,18.870001,48.369999,.0678,.050299998,.0143,.028899999,4.5833321
private,12.87,.0108,0,0,1,0,68.639999,68.639999,12.87,47.869999,.0678,.0024999999,.0108,.2377,2.9166665
private,15.87,.0143,0,0,1,0,160.81599,160.81599,15.87,45.369999,.0678,.050299998,.0143,.028899999,3.75
private,27.870001,.0559,0,0,1,0,148.64,148.64,27.870001,62.869999,.0678,.078900002,.0559,.64560002,7.0833316
private,15.87,.0102,0,0,1,0,84.639999,84.639999,15.87,50.869999,.0678,.078900002,.0102,.0209,3.75
charter,68.870003,.0209,0,0,0,1,180.64,180.64,33.869999,68.870003,.0678,.078900002,.0102,.0209,8.750001
beach,9.8699999,.25369999,1,0,0,0,9.8699999,9.8699999,32.900002,51.400002,.25369999,.1498,.2339,.62879997,2.0833333
charter,53.869999,1.0905,0,0,0,1,100.64,100.64,18.870001,53.869999,.0678,.078900002,.089699998,1.0905,4.5833321
private,27.870001,.0102,0,0,1,0,148.64,148.64,27.870001,62.869999,.0678,.078900002,.0102,.0209,7.0833316
private,27.870001,.0102,0,0,1,0,148.64,148.64,27.870001,62.869999,.0678,.078900002,.0102,.0209,7.0833316
private,18.870001,.0143,0,0,1,0,191.216,191.216,18.870001,48.369999,.0678,.050299998,.0143,.028899999,4.5833321
charter,47.869999,.2377,0,0,0,1,68.639999,68.639999,12.87,47.869999,.0678,.0024999999,.0108,.2377,2.9166665
private,18.870001,.0102,0,0,1,0,100.64,100.64,18.870001,53.869999,.0678,.078900002,.0102,.0209,4.5833321
private,18.870001,.0143,0,0,1,0,191.216,191.216,18.870001,48.369999,.0678,.050299998,.0143,.028899999,4.5833321
charter,59.869999,1.0905,0,0,0,1,132.64,132.64,24.870001,59.869999,.0678,.078900002,.089699998,1.0905,6.2500014
charter,41.869999,.64560002,0,0,0,1,36.639999,36.639999,6.8699999,41.869999,.0678,.078900002,.0559,.64560002,1.2499998
charter,44.869999,.0209,0,0,0,1,52.639999,52.639999,9.8699999,44.869999,.0678,.078900002,.0102,.0209,2.0833333
beach,12.87,.25369999,1,0,0,0,12.87,12.87,42.900002,61.400002,.25369999,.1498,.2339,.62879997,2.9166665
pier,47.369999,.1498,0,1,0,0,47.369999,47.369999,157.89999,176.39999,.25369999,.1498,.2339,.62879997,12.499998
beach,27.870001,.25369999,1,0,0,0,27.870001,27.870001,92.900002,111.4,.25369999,.1498,.2339,.62879997,7.0833316
pier,18.870001,.1498,0,1,0,0,18.870001,18.870001,62.900002,81.400002,.25369999,.1498,.2339,.62879997,4.5833321
charter,45.369999,.1176,0,0,0,1,160.81599,160.81599,15.87,45.369999,.0678,.050299998,.0016,.1176,3.75
charter,65.870003,1.0905,0,0,0,1,164.64,164.64,30.870001,65.870003,.0678,.078900002,.089699998,1.0905,7.9166665
private,18.870001,.0143,0,0,1,0,191.216,191.216,18.870001,48.369999,.0678,.050299998,.0143,.028899999,4.5833321
private,15.87,.0102,0,0,1,0,84.639999,84.639999,15.87,50.869999,.0678,.078900002,.0102,.0209,3.75
charter,197.43201,2.3013999,0,0,0,1,24.870001,24.870001,172.43201,197.43201,.25369999,.1498,.68169999,2.3013999,6.2500014
beach,12.87,.25369999,1,0,0,0,12.87,12.87,42.900002,61.400002,.25369999,.1498,.0082,.0044,2.9166665
private,21.870001,.089699998,0,0,1,0,116.64,116.64,21.870001,56.869999,.0678,.078900002,.089699998,1.0905,5.4166665
pier,33.869999,.1498,0,1,0,0,33.869999,33.869999,112.9,131.39999,.25369999,.1498,.2339,.62879997,8.750001
private,24.870001,.0016,0,0,1,0,252.01601,252.01601,24.870001,54.369999,.0678,.050299998,.0016,.1176,6.2500014
private,24.870001,.0143,0,0,1,0,252.01601,252.01601,24.870001,54.369999,.0678,.050299998,.0143,.028899999,6.2500014
pier,24.870001,.1498,0,1,0,0,24.870001,24.870001,82.900002,101.4,.25369999,.1498,.2339,.62879997,6.2500014
private,18.870001,.0559,0,0,1,0,100.64,100.64,18.870001,53.869999,.0678,.078900002,.0559,.64560002,4.5833321
charter,53.869999,.64560002,0,0,0,1,100.64,100.64,18.870001,53.869999,.0678,.078900002,.0559,.64560002,4.5833321
private,18.870001,.0559,0,0,1,0,100.64,100.64,18.870001,53.869999,.0678,.078900002,.0559,.64560002,4.5833321
pier,6.8699999,.1498,0,1,0,0,6.8699999,6.8699999,22.9,41.400002,.25369999,.1498,.0233,.0219,1.2499998
pier,15.87,.1498,0,1,0,0,15.87,15.87,68.769997,87.269997,.25369999,.1498,.0233,.0219,3.75
private,18.870001,.0143,0,0,1,0,221.408,221.408,18.870001,48.369999,.0678,.050299998,.0143,.028899999,4.5833321
beach,27.870001,.25369999,1,0,0,0,27.870001,27.870001,120.77,139.27,.25369999,.1498,.0233,.0219,7.0833316
beach,9.8699999,.25369999,1,0,0,0,9.8699999,9.8699999,42.77,61.27,.25369999,.1498,.0233,.0219,2.0833333
pier,9.8699999,.1498,0,1,0,0,9.8699999,9.8699999,42.77,61.27,.25369999,.1498,.2339,.62879997,2.0833333
pier,15.87,.1498,0,1,0,0,15.87,15.87,68.769997,87.269997,.25369999,.1498,.0233,.0219,3.75
beach,18.870001,.25369999,1,0,0,0,18.870001,18.870001,81.769997,100.27,.25369999,.1498,.2339,.62879997,4.5833321
charter,56.869999,.0209,0,0,0,1,116.64,116.64,21.870001,56.869999,.0678,.078900002,.0102,.0209,5.4166665
beach,21.870001,.25369999,1,0,0,0,21.870001,21.870001,72.900002,91.400002,.25369999,.1498,.2339,.62879997,5.4166665
pier,12.87,.1498,0,1,0,0,12.87,12.87,42.900002,61.400002,.25369999,.1498,.2339,.62879997,2.9166665
pier,12.87,.1498,0,1,0,0,12.87,12.87,42.900002,61.400002,.25369999,.1498,.0233,.0219,2.9166665
charter,56.869999,1.0905,0,0,0,1,116.64,116.64,21.870001,56.869999,.0678,.078900002,.089699998,1.0905,5.4166665
charter,50.869999,.2377,0,0,0,1,84.639999,84.639999,15.87,50.869999,.0678,.0024999999,.0108,.2377,3.75
charter,59.869999,1.0905,0,0,0,1,132.64,132.64,24.870001,59.869999,.0678,.078900002,.089699998,1.0905,6.2500014
charter,44.869999,.64560002,0,0,0,1,52.639999,52.639999,9.8699999,44.869999,.0678,.078900002,.0559,.64560002,2.0833333
private,32.900002,.2339,0,0,1,0,9.8699999,9.8699999,32.900002,51.400002,.25369999,.1498,.2339,.62879997,2.0833333
charter,62.869999,.0209,0,0,0,1,148.64,148.64,27.870001,62.869999,.0678,.078900002,.0102,.0209,7.0833316
private,33.869999,.0559,0,0,1,0,180.64,180.64,33.869999,68.870003,.0678,.078900002,.0559,.64560002,8.750001
charter,42.369999,.1176,0,0,0,1,130.416,130.416,12.87,42.369999,.0678,.050299998,.0016,.1176,2.9166665
private,21.870001,.0143,0,0,1,0,221.616,221.616,21.870001,51.369999,.0678,.050299998,.0143,.028899999,5.4166665
pier,36.869999,.1498,0,1,0,0,36.869999,36.869999,122.9,141.39999,.25369999,.1498,.2339,.62879997,9.5833359
private,18.870001,.073200002,0,0,1,0,191.216,191.216,18.870001,48.369999,.0678,.0052,.073200002,.1726,4.5833321
charter,47.869999,.0209,0,0,0,1,68.639999,68.639999,12.87,47.869999,.0678,.078900002,.0102,.0209,2.9166665
pier,30.870001,.1498,0,1,0,0,30.870001,30.870001,102.9,121.4,.25369999,.1498,.2339,.62879997,7.9166665
private,27.870001,.0143,0,0,1,0,282.41599,282.41599,27.870001,57.369999,.0678,.050299998,.0143,.028899999,7.0833316
private,21.870001,.0559,0,0,1,0,116.64,116.64,21.870001,56.869999,.0678,.078900002,.0559,.64560002,5.4166665
private,15.87,.089699998,0,0,1,0,84.639999,84.639999,15.87,50.869999,.0678,.078900002,.089699998,1.0905,3.75
charter,56.869999,1.0905,0,0,0,1,116.64,116.64,21.870001,56.869999,.0678,.078900002,.089699998,1.0905,5.4166665
private,27.870001,.0559,0,0,1,0,148.64,148.64,27.870001,62.869999,.0678,.078900002,.0559,.64560002,7.0833316
pier,18.870001,.1498,0,1,0,0,18.870001,18.870001,62.900002,81.400002,.25369999,.1498,.0233,.0219,4.5833321
charter,50.869999,1.0905,0,0,0,1,84.639999,84.639999,15.87,50.869999,.0678,.078900002,.089699998,1.0905,3.75
private,18.870001,.0108,0,0,1,0,100.64,100.64,18.870001,53.869999,.0678,.0024999999,.0108,.2377,4.5833321
private,15.87,.089699998,0,0,1,0,84.639999,84.639999,15.87,50.869999,.0678,.078900002,.089699998,1.0905,3.75
charter,72.632004,2.3013999,0,0,0,1,6.8699999,6.8699999,47.632,72.632004,.25369999,.1498,.68169999,2.3013999,1.2499998
charter,50.869999,1.0905,0,0,0,1,84.639999,84.639999,15.87,50.869999,.0678,.078900002,.089699998,1.0905,3.75
charter,47.869999,.0209,0,0,0,1,68.639999,68.639999,12.87,47.869999,.0678,.078900002,.0102,.0209,2.9166665
charter,50.869999,.0209,0,0,0,1,84.639999,84.639999,15.87,50.869999,.0678,.078900002,.0102,.0209,3.75
beach,18.870001,.25369999,1,0,0,0,18.870001,18.870001,62.900002,81.400002,.25369999,.1498,.2339,.62879997,4.5833321
charter,45.369999,.1726,0,0,0,1,160.81599,160.81599,15.87,45.369999,.0678,.0052,.073200002,.1726,3.75
pier,15.87,.1498,0,1,0,0,15.87,15.87,52.900002,71.400002,.25369999,.1498,.0233,.0219,3.75
private,9.8699999,.0143,0,0,1,0,100.016,100.016,9.8699999,39.369999,.0678,.050299998,.0143,.028899999,2.0833333
pier,9.8699999,.1498,0,1,0,0,9.8699999,9.8699999,32.900002,51.400002,.25369999,.1498,.0233,.0219,2.0833333
pier,9.8699999,.1498,0,1,0,0,9.8699999,9.8699999,32.900002,51.400002,.25369999,.1498,.2339,.62879997,2.0833333
private,15.87,.089699998,0,0,1,0,84.639999,84.639999,15.87,50.869999,.0678,.078900002,.089699998,1.0905,3.75
pier,12.87,.1498,0,1,0,0,12.87,12.87,42.900002,61.400002,.25369999,.1498,.2339,.62879997,2.9166665
charter,44.869999,.64560002,0,0,0,1,52.639999,52.639999,9.8699999,44.869999,.0678,.078900002,.0559,.64560002,2.0833333
pier,12.87,.1498,0,1,0,0,12.87,12.87,42.900002,61.400002,.25369999,.1498,.0233,.0219,2.9166665
private,33.869999,.0102,0,0,1,0,180.64,180.64,33.869999,68.870003,.0678,.078900002,.0102,.0209,8.750001
charter,41.869999,.64560002,0,0,0,1,36.639999,36.639999,6.8699999,41.869999,.0678,.078900002,.0559,.64560002,1.2499998
private,9.8699999,.089699998,0,0,1,0,52.639999,52.639999,9.8699999,44.869999,.0678,.078900002,.089699998,1.0905,2.0833333
private,15.87,.0102,0,0,1,0,84.639999,84.639999,15.87,50.869999,.0678,.078900002,.0102,.0209,3.75
beach,9.8699999,.25369999,1,0,0,0,9.8699999,9.8699999,32.900002,51.400002,.25369999,.1498,.2339,.62879997,2.0833333
private,27.870001,.0102,0,0,1,0,148.64,148.64,27.870001,62.869999,.0678,.078900002,.0102,.0209,7.0833316
charter,44.869999,.0209,0,0,0,1,52.639999,52.639999,9.8699999,44.869999,.0678,.078900002,.0102,.0209,2.0833333
beach,15.87,.25369999,1,0,0,0,15.87,15.87,52.900002,71.400002,.25369999,.1498,.2339,.62879997,3.75
private,42.869999,.0102,0,0,1,0,228.64,228.64,42.869999,77.870003,.0678,.078900002,.0102,.0209,11.250001
charter,47.869999,.64560002,0,0,0,1,68.639999,68.639999,12.87,47.869999,.0678,.078900002,.0559,.64560002,2.9166665
charter,44.869999,.64560002,0,0,0,1,52.639999,52.639999,9.8699999,44.869999,.0678,.078900002,.0559,.64560002,2.0833333
private,15.87,.0143,0,0,1,0,160.81599,160.81599,15.87,45.369999,.0678,.050299998,.0143,.028899999,3.75
private,21.870001,.0102,0,0,1,0,116.64,116.64,21.870001,56.869999,.0678,.078900002,.0102,.0209,5.4166665
charter,50.869999,1.0905,0,0,0,1,84.639999,84.639999,15.87,50.869999,.0678,.078900002,.089699998,1.0905,3.75
pier,12.87,.1498,0,1,0,0,12.87,12.87,42.900002,61.400002,.25369999,.1498,.0233,.0219,2.9166665
private,21.870001,.1082,0,0,1,0,221.616,221.616,21.870001,51.369999,.0678,.050299998,.1082,.324,5.4166665
charter,47.869999,.2377,0,0,0,1,68.639999,68.639999,12.87,47.869999,.0678,.0024999999,.0108,.2377,2.9166665
beach,9.8699999,.25369999,1,0,0,0,9.8699999,9.8699999,32.900002,51.400002,.25369999,.1498,.2339,.62879997,2.0833333
pier,12.87,.1498,0,1,0,0,12.87,12.87,42.900002,61.400002,.25369999,.1498,.0233,.0219,2.9166665
pier,3.8699999,.1498,0,1,0,0,3.8699999,3.8699999,12.9,31.4,.25369999,.1498,.2339,.62879997,.41666669
charter,56.869999,.0209,0,0,0,1,116.64,116.64,21.870001,56.869999,.0678,.078900002,.0102,.0209,5.4166665
charter,50.869999,.64560002,0,0,0,1,84.639999,84.639999,15.87,50.869999,.0678,.078900002,.0559,.64560002,3.75
beach,9.8699999,.25369999,1,0,0,0,9.8699999,9.8699999,32.900002,51.400002,.25369999,.1498,.0233,.0219,2.0833333
pier,9.8699999,.1498,0,1,0,0,9.8699999,9.8699999,32.900002,51.400002,.25369999,.1498,.0233,.0219,2.0833333
charter,70.987999,.62879997,0,0,0,1,43.740002,43.740002,52.487999,70.987999,.25369999,.1498,.2339,.62879997,5.4166665
charter,84.739998,.64560002,0,0,0,1,107.77,107.77,49.740002,84.739998,.0678,.078900002,.0559,.64560002,6.2500014
private,42.77,.0361,0,0,1,0,78.302002,78.302002,42.77,77.769997,.53329998,.0068999999,.0361,.42160001,2.0833333
charter,90.739998,1.0905,0,0,0,1,120.77,120.77,55.740002,90.739998,.0678,.078900002,.089699998,1.0905,7.0833316
charter,78.739998,.2377,0,0,0,1,94.769997,94.769997,43.740002,78.739998,.0678,.0024999999,.0108,.2377,5.4166665
charter,72.739998,.64560002,0,0,0,1,81.769997,81.769997,37.740002,72.739998,.0678,.078900002,.0559,.64560002,4.5833321
charter,61.240002,.324,0,0,0,1,134.366,134.366,31.74,61.240002,.0678,.050299998,.1082,.324,3.75
charter,60.740002,.0209,0,0,0,1,55.77,55.77,25.74,60.740002,.0678,.078900002,.0102,.0209,2.9166665
private,43.740002,.089699998,0,0,1,0,94.769997,94.769997,43.740002,78.739998,.0678,.078900002,.089699998,1.0905,5.4166665
pier,43.740002,.1498,0,1,0,0,43.740002,43.740002,52.487999,70.987999,.25369999,.1498,.2339,.62879997,5.4166665
private,43.740002,.0559,0,0,1,0,94.769997,94.769997,43.740002,78.739998,.0678,.078900002,.0559,.64560002,5.4166665
charter,72.739998,.0209,0,0,0,1,81.769997,81.769997,37.740002,72.739998,.0678,.078900002,.0102,.0209,4.5833321
charter,84.739998,.64560002,0,0,0,1,107.77,107.77,49.740002,84.739998,.0678,.078900002,.0559,.64560002,6.2500014
charter,55.240002,.028899999,0,0,0,1,108.966,108.966,25.74,55.240002,.0678,.050299998,.0143,.028899999,2.9166665
pier,25.74,.1498,0,1,0,0,25.74,25.74,30.888,49.388,.25369999,.1498,.0082,.0044,2.9166665
private,25.74,.073200002,0,0,1,0,108.966,108.966,25.74,55.240002,.0678,.0052,.073200002,.1726,2.9166665
charter,78.739998,.0209,0,0,0,1,94.769997,94.769997,43.740002,78.739998,.0678,.078900002,.0102,.0209,5.4166665
beach,125.902,.53329998,1,0,0,0,125.902,125.902,68.769997,103.77,.53329998,.4522,.2413,1.0266,3.75
charter,66.739998,1.0905,0,0,0,1,68.769997,68.769997,31.74,66.739998,.0678,.078900002,.089699998,1.0905,3.75
private,37.740002,.0143,0,0,1,0,159.76601,159.76601,37.740002,67.239998,.0678,.050299998,.0143,.028899999,4.5833321
charter,72.739998,.2377,0,0,0,1,81.769997,81.769997,37.740002,72.739998,.0678,.0024999999,.0108,.2377,4.5833321
private,31.74,.0108,0,0,1,0,68.769997,68.769997,31.74,66.739998,.0678,.0024999999,.0108,.2377,3.75
charter,84.739998,.64560002,0,0,0,1,107.77,107.77,49.740002,84.739998,.0678,.078900002,.0559,.64560002,6.2500014
private,43.740002,.0108,0,0,1,0,94.769997,94.769997,43.740002,78.739998,.0678,.0024999999,.0108,.2377,5.4166665
private,13.74,.0559,0,0,1,0,29.77,29.77,13.74,48.740002,.0678,.078900002,.0559,.64560002,1.2499998
private,25.74,.0143,0,0,1,0,108.966,108.966,25.74,55.240002,.0678,.050299998,.0143,.028899999,2.9166665
private,6.8699999,.0102,0,0,1,0,42.594002,42.594002,6.8699999,41.869999,.0678,.078900002,.0102,.0209,1.2499998
charter,47.869999,.64560002,0,0,0,1,79.793999,79.793999,12.87,47.869999,.0678,.078900002,.0559,.64560002,2.9166665
private,9.8699999,.0143,0,0,1,0,115.808,115.808,9.8699999,39.369999,.0678,.050299998,.0143,.028899999,2.0833333
private,24.870001,.089699998,0,0,1,0,154.194,154.194,24.870001,59.869999,.0678,.078900002,.089699998,1.0905,6.2500014
charter,41.869999,.64560002,0,0,0,1,42.594002,42.594002,6.8699999,41.869999,.0678,.078900002,.0559,.64560002,1.2499998
beach,24.870001,.25369999,1,0,0,0,24.870001,24.870001,107.77,126.27,.25369999,.1498,.0082,.0044,6.2500014
charter,45.369999,.1726,0,0,0,1,186.20799,186.20799,15.87,45.369999,.0678,.0052,.073200002,.1726,3.75
charter,44.869999,.64560002,0,0,0,1,61.194,61.194,9.8699999,44.869999,.0678,.078900002,.0559,.64560002,2.0833333
pier,12.87,.1498,0,1,0,0,12.87,12.87,55.77,74.269997,.25369999,.1498,.2339,.62879997,2.9166665
charter,47.869999,.64560002,0,0,0,1,79.793999,79.793999,12.87,47.869999,.0678,.078900002,.0559,.64560002,2.9166665
beach,27.870001,.25369999,1,0,0,0,27.870001,27.870001,120.77,139.27,.25369999,.1498,.2339,.62879997,7.0833316
charter,47.869999,1.0905,0,0,0,1,79.793999,79.793999,12.87,47.869999,.0678,.078900002,.089699998,1.0905,2.9166665
private,47.369999,.0143,0,0,1,0,555.80798,555.80798,47.369999,76.870003,.0678,.050299998,.0143,.028899999,12.499998
private,6.8699999,.0143,0,0,1,0,80.608002,80.608002,6.8699999,36.369999,.0678,.050299998,.0143,.028899999,1.2499998
private,39.869999,.0143,0,0,1,0,467.80801,467.80801,39.869999,69.370003,.0678,.050299998,.0143,.028899999,10.416666
beach,36.869999,.25369999,1,0,0,0,36.869999,36.869999,159.77,178.27,.25369999,.1498,.2339,.62879997,9.5833359
beach,12.87,.25369999,1,0,0,0,12.87,12.87,55.77,74.269997,.25369999,.1498,.0082,.0044,2.9166665
beach,6.8699999,.25369999,1,0,0,0,6.8699999,6.8699999,29.77,48.27,.25369999,.1498,.0233,.0219,1.2499998
charter,39.369999,.324,0,0,0,1,115.808,115.808,9.8699999,39.369999,.0678,.050299998,.1082,.324,2.0833333
beach,12.87,.25369999,1,0,0,0,12.87,12.87,55.77,74.269997,.25369999,.1498,.2339,.62879997,2.9166665
private,24.870001,.0102,0,0,1,0,154.194,154.194,24.870001,59.869999,.0678,.078900002,.0102,.0209,6.2500014
private,18.870001,.0102,0,0,1,0,116.994,116.994,18.870001,53.869999,.0678,.078900002,.0102,.0209,4.5833321
beach,12.87,.25369999,1,0,0,0,12.87,12.87,55.77,74.269997,.25369999,.1498,.2339,.62879997,2.9166665
pier,3.8699999,.1498,0,1,0,0,3.8699999,3.8699999,16.77,35.27,.25369999,.1498,.0233,.0219,.41666669
charter,59.869999,.64560002,0,0,0,1,154.194,154.194,24.870001,59.869999,.0678,.078900002,.0559,.64560002,6.2500014
beach,30.870001,.25369999,1,0,0,0,30.870001,30.870001,133.77,152.27,.25369999,.1498,.0233,.0219,7.9166665
pier,3.8699999,.0014,0,1,0,0,3.8699999,3.8699999,16.77,35.27,.25369999,.0014,.062600002,.2773,.41666669
charter,56.869999,.0209,0,0,0,1,135.59399,135.59399,21.870001,56.869999,.0678,.078900002,.0102,.0209,5.4166665
charter,53.869999,.0209,0,0,0,1,116.994,116.994,18.870001,53.869999,.0678,.078900002,.0102,.0209,4.5833321
charter,53.869999,1.0905,0,0,0,1,116.994,116.994,18.870001,53.869999,.0678,.078900002,.089699998,1.0905,4.5833321
private,47.369999,.073200002,0,0,1,0,555.80798,555.80798,47.369999,76.870003,.0678,.0052,.073200002,.1726,12.499998
charter,53.869999,.0209,0,0,0,1,116.994,116.994,18.870001,53.869999,.0678,.078900002,.0102,.0209,4.5833321
private,33.869999,.0102,0,0,1,0,209.994,209.994,33.869999,68.870003,.0678,.078900002,.0102,.0209,8.750001
private,15.87,.0559,0,0,1,0,98.393997,98.393997,15.87,50.869999,.0678,.078900002,.0559,.64560002,3.75
private,9.8699999,.0143,0,0,1,0,115.808,115.808,9.8699999,39.369999,.0678,.050299998,.0143,.028899999,2.0833333
charter,36.369999,.324,0,0,0,1,80.608002,80.608002,6.8699999,36.369999,.0678,.050299998,.1082,.324,1.2499998
charter,47.869999,.0209,0,0,0,1,79.793999,79.793999,12.87,47.869999,.0678,.078900002,.0102,.0209,2.9166665
beach,24.870001,.25369999,1,0,0,0,24.870001,24.870001,107.77,126.27,.25369999,.1498,.0233,.0219,6.2500014
private,12.87,.1082,0,0,1,0,151.008,151.008,12.87,42.369999,.0678,.050299998,.1082,.324,2.9166665
private,21.870001,.0143,0,0,1,0,256.608,256.608,21.870001,51.369999,.0678,.050299998,.0143,.028899999,5.4166665
private,15.87,.0559,0,0,1,0,98.393997,98.393997,15.87,50.869999,.0678,.078900002,.0559,.64560002,3.75
pier,12.87,.1498,0,1,0,0,12.87,12.87,55.77,74.269997,.25369999,.1498,.2339,.62879997,2.9166665
beach,21.870001,.25369999,1,0,0,0,21.870001,21.870001,94.769997,113.27,.25369999,.1498,.0233,.0219,5.4166665
private,9.8699999,.1082,0,0,1,0,115.808,115.808,9.8699999,39.369999,.0678,.050299998,.1082,.324,2.0833333
charter,56.869999,.0209,0,0,0,1,135.59399,135.59399,21.870001,56.869999,.0678,.078900002,.0102,.0209,5.4166665
charter,56.869999,.64560002,0,0,0,1,135.59399,135.59399,21.870001,56.869999,.0678,.078900002,.0559,.64560002,5.4166665
pier,24.870001,.1498,0,1,0,0,24.870001,24.870001,107.77,126.27,.25369999,.1498,.2339,.62879997,6.2500014
charter,47.869999,1.0905,0,0,0,1,79.793999,79.793999,12.87,47.869999,.0678,.078900002,.089699998,1.0905,2.9166665
private,3.8699999,.0559,0,0,1,0,23.993999,23.993999,3.8699999,38.869999,.0678,.078900002,.0559,.64560002,.41666669
charter,50.869999,.0209,0,0,0,1,98.393997,98.393997,15.87,50.869999,.0678,.078900002,.0102,.0209,3.75
private,18.870001,.0143,0,0,1,0,221.408,221.408,18.870001,48.369999,.0678,.050299998,.0143,.028899999,4.5833321
charter,78.195999,2.3013999,0,0,0,1,12.87,12.87,53.195999,78.195999,.25369999,.1498,.68169999,2.3013999,2.9166665
private,6.8699999,.073200002,0,0,1,0,80.608002,80.608002,6.8699999,36.369999,.0678,.0052,.073200002,.1726,1.2499998
private,21.870001,.0143,0,0,1,0,256.608,256.608,21.870001,51.369999,.0678,.050299998,.0143,.028899999,5.4166665
private,6.8699999,.0143,0,0,1,0,80.608002,80.608002,6.8699999,36.369999,.0678,.050299998,.0143,.028899999,1.2499998
pier,12.87,.1498,0,1,0,0,12.87,12.87,55.77,74.269997,.25369999,.1498,.2339,.62879997,2.9166665
charter,140.808,.53909999,0,0,0,1,115.808,115.808,115.808,140.808,.0678,.050299998,.26010001,.53909999,2.0833333
beach,15.87,.25369999,1,0,0,0,15.87,15.87,68.769997,87.269997,.25369999,.1498,.2339,.62879997,3.75
private,33.869999,.0143,0,0,1,0,397.40799,397.40799,33.869999,63.369999,.0678,.050299998,.0143,.028899999,8.750001
private,12.87,.0102,0,0,1,0,79.793999,79.793999,12.87,47.869999,.0678,.078900002,.0102,.0209,2.9166665
charter,41.869999,.64560002,0,0,0,1,42.594002,42.594002,6.8699999,41.869999,.0678,.078900002,.0559,.64560002,1.2499998
private,21.870001,.1082,0,0,1,0,256.608,256.608,21.870001,51.369999,.0678,.050299998,.1082,.324,5.4166665
pier,3.8699999,.1498,0,1,0,0,3.8699999,3.8699999,16.77,35.27,.25369999,.1498,.0233,.0219,.41666669
pier,21.870001,.1498,0,1,0,0,21.870001,21.870001,94.769997,113.27,.25369999,.1498,.0233,.0219,5.4166665
private,12.87,.0559,0,0,1,0,79.793999,79.793999,12.87,47.869999,.0678,.078900002,.0559,.64560002,2.9166665
private,27.870001,.0143,0,0,1,0,327.008,327.008,27.870001,57.369999,.0678,.050299998,.0143,.028899999,7.0833316
private,3.8699999,.0022,0,0,1,0,45.408001,45.408001,3.8699999,33.369999,.0678,.050299998,.0022,.324,.41666669
private,121.836,.68169999,0,0,1,0,175.89,175.89,121.836,146.836,.25369999,.1498,.68169999,2.3013999,2.9166665
beach,31.143999,.53329998,1,0,0,0,31.143999,31.143999,70.531998,105.532,.53329998,.4522,.0156,.0057999999,1.2499998
private,31.143999,.68169999,0,0,1,0,35.723999,35.723999,31.143999,56.144001,.25369999,.1498,.68169999,2.3013999,1.2499998
beach,121.836,.53329998,1,0,0,0,121.836,121.836,203.34599,238.34599,.53329998,.4522,.0156,.0057999999,2.9166665
charter,146.836,2.3013999,0,0,0,1,175.89,175.89,121.836,146.836,.25369999,.1498,.68169999,2.3013999,2.9166665
pier,93.435997,.4522,0,1,0,0,93.435997,93.435997,155.946,190.946,.53329998,.4522,.2413,1.0266,2.0833333
private,245.256,.68169999,0,0,1,0,224.81799,224.81799,245.256,270.25601,.25369999,.1498,.68169999,2.3013999,7.0833316
charter,164.65601,2.3013999,0,0,0,1,128.01801,128.01801,139.65601,164.65601,.25369999,.1498,.68169999,2.3013999,3.75
charter,34.869999,.0052,0,0,0,1,57.245998,57.245998,9.8699999,34.869999,.25369999,.1498,.053100001,.0052,2.0833333
private,3.8699999,.73689997,0,0,1,0,22.445999,22.445999,3.8699999,28.870001,.25369999,.1498,.73689997,2.3101001,.41666669
charter,37.869999,2.3013999,0,0,0,1,74.646004,74.646004,12.87,37.869999,.25369999,.1498,.68169999,2.3013999,2.9166665
private,24.870001,.053100001,0,0,1,0,144.246,144.246,24.870001,49.869999,.25369999,.1498,.053100001,.0052,6.2500014
beach,9.8699999,.53329998,1,0,0,0,9.8699999,9.8699999,121.73,156.73,.53329998,.4522,.2413,1.0266,2.0833333
charter,28.870001,2.3013999,0,0,0,1,22.445999,22.445999,3.8699999,28.870001,.25369999,.1498,.68169999,2.3013999,.41666669
private,12.87,.73689997,0,0,1,0,74.646004,74.646004,12.87,37.869999,.25369999,.1498,.73689997,2.3101001,2.9166665
beach,9.8699999,.53329998,1,0,0,0,9.8699999,9.8699999,121.73,156.73,.53329998,.4522,.2413,1.0266,2.0833333
pier,18.870001,.4522,0,1,0,0,18.870001,18.870001,232.73,267.73001,.53329998,.4522,.2413,1.0266,4.5833321
private,27.870001,.053100001,0,0,1,0,161.646,161.646,27.870001,52.869999,.25369999,.1498,.053100001,.0052,7.0833316
charter,34.869999,2.3013999,0,0,0,1,57.245998,57.245998,9.8699999,34.869999,.25369999,.1498,.68169999,2.3013999,2.0833333
charter,43.869999,.0052,0,0,0,1,109.446,109.446,18.870001,43.869999,.25369999,.1498,.053100001,.0052,4.5833321
private,12.87,.053100001,0,0,1,0,74.646004,74.646004,12.87,37.869999,.25369999,.1498,.053100001,.0052,2.9166665
private,3.8699999,.68169999,0,0,1,0,22.445999,22.445999,3.8699999,28.870001,.25369999,.1498,.68169999,2.3013999,.41666669
