rns,rns80,mrt,mrt80,smsa,smsa80,med,iq,kww,year,age,age80,s,s80,expr,expr80,tenure,tenure80,lw,lw80,_Iyear_67,_Iyear_68,_Iyear_69,_Iyear_70,_Iyear_71,_Iyear_73
0,0,1,1,0,1,16,92,34,73,23,31,16,17,.52999997,5.908,0,4,5.4120002,6.5120001,0,0,0,0,0,1
0,0,0,1,1,1,16,95,38,66,23,37,15,15,3.3329999,16.601999,1,10,5.4159999,6.9879999,0,0,0,0,0,0
0,0,0,1,1,1,15,94,40,67,21,34,13,14,.46200001,13.416,1,14,5.645,6.9640002,1,0,0,0,0,0
0,0,1,1,0,0,7,115,38,66,24,38,12,12,6.3330002,20.323,7,12,5.8439999,6.6849999,0,0,0,0,0,0
0,0,1,1,0,0,12,105,42,67,23,36,16,16,.25,13.572,0,13,5.8460002,7.5619998,1,0,0,0,0,0
0,0,0,1,0,0,7,109,36,66,22,36,12,12,2.5450001,16.509001,1,15,5.5760002,6.7509999,0,0,0,0,0,0
0,0,1,1,0,0,12,87,38,71,22,31,12,12,4.5089998,14.943,4,6,5.684,6.7620001,0,0,0,0,1,0
0,0,0,1,1,1,13,110,34,66,22,36,16,16,.333,14.654,1,13,5.5409999,6.9959998,0,0,0,0,0,0
0,0,0,1,0,0,10,110,30,71,21,30,16,16,.38699999,9.3140001,1,4,5.6170001,6.9320002,0,0,0,0,1,0
0,0,0,1,1,0,17,109,32,68,19,31,12,12,.96200001,11.414,1,2,5.7270002,6.7449999,0,1,0,0,0,0
0,0,1,1,0,0,12,85,21,66,21,35,12,12,3.1659999,16.969999,4,10,5.6170001,6.5120001,0,0,0,0,0,0
0,0,1,1,0,0,10,105,42,69,26,37,14,14,1.378,12.316,1,12,5.652,6.6849999,0,0,1,0,0,0
0,0,1,1,0,0,10,122,39,73,25,33,16,16,.59399998,7.0539999,0,3,5.5949998,6.9559999,0,0,0,0,0,1
0,0,1,1,1,1,14,108,40,67,22,35,16,17,0,9.0810003,1,11,6.0209999,6.7849998,1,0,0,0,0,0
0,1,0,0,1,1,12,122,38,71,22,31,16,16,1.309,9.8219995,1,2,5.6240001,6.6849999,0,0,0,0,1,0
0,0,1,1,1,1,8,79,32,73,24,32,16,17,2.3970001,9.3629999,2,9,6.263,7.0900002,0,0,0,0,0,1
0,0,0,1,1,1,12,105,30,68,17,29,12,12,0,7.9330001,1,10,5.165,6.4980001,0,1,0,0,0,0
0,0,0,1,0,1,8,110,42,66,23,37,12,12,0,6.21,1,12,5.5489998,6.908,0,0,0,0,0,0
0,0,0,0,1,1,14,92,32,71,20,29,12,12,2.3870001,7.829,1,4,5.73,6.7740002,0,0,0,0,1,0
0,0,1,1,0,0,12,131,32,73,25,33,16,16,3.395,10.302,5,2,5.9530001,7.092,0,0,0,0,0,1
0,0,0,1,0,0,12,104,32,71,20,29,12,12,1.131,10.008,1,2,5.257,6.5019999,0,0,0,0,1,0
0,0,1,1,0,0,12,110,39,70,27,37,16,16,4.6820002,14.617,1,11,6.0279999,6.8280001,0,0,0,1,0,0
1,1,0,1,1,1,10,99,20,69,17,28,12,12,.69199997,10.277,1,10,5.4809999,6.6690001,0,0,1,0,0,0
1,1,0,1,0,0,4,72,34,66,20,34,9,9,4.0830002,17.283001,1,5,4.8280001,6.4380002,0,0,0,0,0,0
1,1,0,0,0,0,6,86,35,67,19,32,12,12,.46200001,12.75,1,9,4.9130001,6.5219998,1,0,0,0,0,0
1,1,1,1,0,0,12,68,38,66,21,35,11,12,0,10.874,5,19,5.46,6.5409999,0,0,0,0,0,0
1,0,1,1,0,0,12,116,42,71,29,38,16,17,.495,7.6729999,2,2,6.2540002,7.744,0,0,0,0,1,0
1,1,0,1,0,0,10,96,45,70,22,32,13,14,0,9.7089996,1,4,5.2979999,7.0869999,0,0,0,1,0,0
1,1,0,1,1,1,12,100,32,68,17,29,9,12,0,8.026,1,8,5.0749998,6.5809999,0,1,0,0,0,0
1,1,1,1,1,1,12,101,38,66,18,32,12,13,0,13.38,1,2,5.7810001,7.3130002,0,0,0,0,0,0
1,1,1,1,1,1,12,117,39,73,22,30,16,16,1.275,6.9689999,0,9,6.4439998,7.0879998,0,0,0,0,0,1
1,1,0,1,1,1,16,93,38,67,19,32,12,12,0,4.1880002,2,2,4.8280001,5.9660001,1,0,0,0,0,0
1,1,0,1,1,1,9,116,37,69,17,28,12,12,1,12,2,11,5.1760001,6.79,0,0,1,0,0,0
1,1,1,1,1,1,12,106,42,66,22,36,12,12,5.0830002,19.02,6,20,5.1420002,6.9809999,0,0,0,0,0,0
1,1,1,1,1,1,14,98,45,66,22,36,12,12,2.5829999,16.768999,1,12,5.6240001,7.027,0,0,0,0,0,0
1,1,1,1,1,0,12,103,36,66,23,37,12,15,0,1,1,1,5.4380002,6.6199999,0,0,0,0,0,0
1,1,0,1,0,0,10,100,22,70,21,31,13,13,0,5.316,1,1,5.3520002,6.263,0,0,0,1,0,0
1,1,1,1,0,0,10,96,39,69,18,29,12,12,1.13,10.694,1,4,5.5209999,7.007,0,0,1,0,0,0
1,1,0,1,1,0,10,96,27,69,18,29,12,12,.87800002,9.7399998,1,1,6.0310001,6.6849999,0,0,1,0,0,0
1,1,0,1,0,0,13,104,42,66,17,31,12,13,0,7.6350002,1,7,4.796,7.2329998,0,0,0,0,0,0
1,1,0,0,0,0,14,106,34,73,28,36,17,17,3.0009999,8.1450005,1,0,5.3470001,6.052,0,0,0,0,0,1
1,1,0,1,0,0,12,106,44,67,23,36,16,16,.417,13.38,1,10,5.7779999,7.033,1,0,0,0,0,0
1,1,0,0,1,1,9,94,24,71,26,35,12,12,7.7859998,17.833,6,15,5.5009999,6.5240002,0,0,0,0,1,0
1,1,1,1,0,0,10,81,29,66,21,35,10,11,4.3330002,15.502,1,5,5.8579998,6.8559999,0,0,0,0,0,0
1,1,1,1,0,0,5,87,15,66,22,36,9,10,6.4619999,20.188999,4,7,4.7179999,6.3969998,0,0,0,0,0,0
1,1,0,1,0,0,6,75,27,68,18,30,12,12,1,11.951,1,9,5.2470002,6.8299999,0,1,0,0,0,0
1,1,0,1,0,0,5,95,34,66,17,31,12,12,.333,14.482,1,13,5.0110002,6.3099999,0,0,0,0,0,0
1,1,0,1,0,0,3,86,19,69,19,30,11,11,1,12.786,4,11,4.868,6.4070001,0,0,1,0,0,0
1,1,0,1,0,0,3,86,17,68,18,30,10,10,.308,6.9959998,1,1,5.1360002,6.052,0,1,0,0,0,0
1,1,0,1,0,1,8,104,41,69,20,31,12,14,0,3.7130001,1,1,5.2199998,5.829,0,0,1,0,0,0
1,1,0,1,0,1,7,95,21,66,20,34,12,12,2.6010001,16.393999,3,9,4.9050002,6.54,0,0,0,0,0,0
1,1,0,1,0,0,8,116,37,69,18,29,12,12,.61500001,11.232,1,9,5.4159999,6.3540001,0,0,1,0,0,0
1,1,1,1,0,0,8,66,20,68,21,33,9,9,4.3330002,14.821,1,10,5.704,6.3470001,0,1,0,0,0,0
1,1,1,1,1,1,0,101,38,70,22,32,16,16,1.475,10.714,1,9,5.684,6.7059999,0,0,0,1,0,0
1,1,0,1,0,0,12,96,23,68,17,29,12,12,0,11.388,0,5,4.8899999,6.895,0,1,0,0,0,0
1,1,1,1,0,1,9,104,41,66,21,35,12,12,2.378,16.360001,4,18,5.2470002,6.4239998,0,0,0,0,0,0
1,0,1,1,0,1,14,105,34,69,24,35,16,16,1.013,11.888,1,1,5.6630001,6.9330001,0,0,1,0,0,0
1,0,0,1,1,1,8,106,34,69,18,29,12,12,0,3.8369999,1,3,5.5799999,6.6950002,0,0,1,0,0,0
1,1,1,1,0,1,15,101,34,73,22,30,17,17,1.597,7.8610001,2,0,6.2519999,6.6939998,0,0,0,0,0,1
1,1,1,1,1,1,12,96,42,66,22,36,12,12,.91600001,12.85,1,5,5.4159999,6.6700001,0,0,0,0,0,0
1,0,0,1,0,1,12,105,34,66,19,33,12,12,0,6.3080001,2,2,5.0809999,6.7449999,0,0,0,0,0,0
1,1,1,1,1,1,3,106,40,70,28,38,12,12,.52700001,10.323,9,19,6.131,6.802,0,0,0,1,0,0
1,1,1,1,1,1,8,102,44,66,22,36,12,12,5.4169998,19.377001,6,20,5.3130002,7.257,0,0,0,0,0,0
1,1,1,1,0,0,12,90,46,66,24,38,11,13,0,3.7579999,1,1,5.1929998,6.3319998,0,0,0,0,0,0
1,1,0,1,0,0,12,104,30,69,17,28,12,12,.403,10.952,1,5,5.3800001,6.3319998,0,0,1,0,0,0
1,1,1,1,0,0,12,118,37,69,21,32,16,16,.46200001,11.391,1,12,5.9530001,6.9169998,0,0,1,0,0,0
1,1,1,1,0,1,9,108,40,66,22,36,12,12,2.7249999,16.732,3,17,5.2979999,7.2740002,0,0,0,0,0,0
1,1,0,1,0,0,12,104,37,66,18,32,12,12,.37799999,14.377,1,15,5.4850001,6.8429999,0,0,0,0,0,0
1,1,1,1,0,0,10,92,40,71,27,36,9,10,8.0880003,18.221001,1,10,5.5409999,6.4359999,0,0,0,0,1,0
1,1,0,1,0,0,4,87,26,71,21,30,12,13,.92799997,9.4040003,1,3,5.5170002,6.4640002,0,0,0,0,1,0
1,1,0,0,0,0,12,96,38,73,20,28,15,15,0,6.3239999,3,10,5.2360001,5.9910002,0,0,0,0,0,1
1,1,1,1,0,0,12,80,34,66,24,38,10,10,1.322,15.339,4,14,5.0749998,6.802,0,0,0,0,0,0
1,1,1,1,0,0,12,104,40,73,25,33,16,16,1.511,8.3719997,2,10,6.0710001,6.2399998,0,0,0,0,0,1
1,1,1,1,0,0,9,104,35,73,27,35,18,18,0,7.0050001,2,10,6.3579998,6.796,0,0,0,0,0,1
1,1,1,1,1,1,12,96,24,73,24,32,18,18,.5,7.329,0,5,5.4419999,7.1560001,0,0,0,0,0,1
1,1,0,0,0,0,12,89,24,73,22,30,12,12,3.2060001,10.134,2,9,5.4159999,6.184,0,0,0,0,0,1
1,1,1,1,0,0,10,113,39,69,18,29,12,12,1.462,10.905,2,5,4.8600001,5.7839999,0,0,1,0,0,0
1,1,0,1,0,0,7,105,29,66,19,33,12,12,1.8329999,15.707,2,5,5.0110002,6.645,0,0,0,0,0,0
1,1,0,0,0,1,7,84,39,69,20,31,12,14,0,5.5050001,1,8,5.5209999,6.4260001,0,0,1,0,0,0
1,1,1,1,1,1,7,108,36,66,21,35,12,12,2.434,16.365999,3,17,5.2309999,6.947,0,0,0,0,0,0
1,1,1,1,1,1,8,104,32,66,20,34,12,12,1.462,15.33,2,4,5.1360002,6.6209998,0,0,0,0,0,0
1,1,0,1,0,0,7,106,28,67,17,30,12,12,1,14.728,1,11,4.8280001,5.9400001,1,0,0,0,0,0
1,1,1,1,1,1,12,70,34,66,24,38,10,10,7.5450001,20.566999,8,7,5.2979999,6.6240001,0,0,0,0,0,0
1,1,1,1,1,1,11,104,39,70,24,34,16,16,.47499999,10.229,1,11,5.8460002,6.9710002,0,0,0,1,0,0
1,0,0,1,1,1,14,91,42,68,18,30,12,12,0,13.217,1,1,5.112,6.9749999,0,1,0,0,0,0
1,1,1,1,1,1,14,112,42,73,26,34,18,18,.39500001,7.3119998,1,8,6.2540002,7.3610001,0,0,0,0,0,1
1,1,0,1,0,0,12,97,27,68,18,30,10,10,.86500001,13.75,1,9,5.2470002,6.4770002,0,1,0,0,0,0
1,1,0,1,0,0,10,99,40,66,18,32,12,12,1.3329999,14.616,1,7,5.2979999,6.5510001,0,0,0,0,0,0
1,1,0,1,0,0,6,86,28,66,17,31,9,10,.333,14.637,1,12,5.165,6.2529998,0,0,0,0,0,0
1,1,0,1,0,0,12,90,36,66,18,32,12,12,2.289,16.254999,2,16,5.4159999,6.7919998,0,0,0,0,0,0
0,0,1,1,1,1,12,101,43,69,19,30,12,12,0,10.904,1,12,5.6939998,6.3460002,0,0,1,0,0,0
1,1,1,1,0,1,11,109,33,73,21,29,15,15,0,10.571,0,1,5.73,7.2750001,0,0,0,0,0,1
1,1,1,1,0,0,12,107,40,66,24,38,12,12,6.3330002,21.054001,1,12,5.1529999,6.2150002,0,0,0,0,0,0
1,1,1,1,0,0,12,110,48,66,22,36,16,16,.926,14.967,1,15,5.2979999,7.2950001,0,0,0,0,0,0
1,1,1,1,1,1,10,120,35,73,20,28,13,13,0,4.099,0,1,6.7309999,6.6880002,0,0,0,0,0,1
1,1,0,1,1,1,12,97,34,73,22,30,16,16,.78600001,6.849,0,2,5.8200002,6.869,0,0,0,0,0,1
1,1,1,1,1,1,11,103,37,73,21,29,12,12,1.906,8.7989998,0,5,5.881,6.908,0,0,0,0,0,1
1,1,1,1,1,1,12,114,36,73,22,30,16,16,.336,4.7779999,0,4,5.927,6.3969998,0,0,0,0,0,1
1,1,0,1,1,0,8,95,31,68,18,30,11,11,0,12.407,1,2,5.1760001,6.1090002,0,1,0,0,0,0
1,1,0,1,0,1,12,97,28,73,24,32,16,17,.5,7.494,2,2,6.5120001,7.3540001,0,0,0,0,0,1
1,1,0,1,0,0,13,97,34,73,20,28,14,14,1.908,5.809,0,3,5.4419999,5.8779998,0,0,0,0,0,1
1,1,1,1,1,1,10,83,25,67,19,32,13,13,1,14.419,1,13,4.9419999,6.8670001,1,0,0,0,0,0
1,1,1,1,0,0,12,104,46,73,24,32,16,16,0,5.0669999,1,2,5.5289998,6.3390002,0,0,0,0,0,1
1,1,1,1,0,0,12,82,27,73,24,32,12,12,2.8169999,8.7329998,0,2,5.6869998,6.1750002,0,0,0,0,0,1
1,1,1,1,1,1,8,113,45,71,26,35,16,16,0,8.2049999,1,10,6.0229998,7.2740002,0,0,0,0,1,0
1,1,1,1,0,0,7,93,39,67,22,35,12,12,.69199997,10.737,1,3,5.1760001,6.4689999,1,0,0,0,0,0
1,1,1,1,0,0,12,101,38,73,25,33,12,12,4.8280001,10.589,0,5,5.7839999,6.467,0,0,0,0,0,1
1,1,1,1,0,0,7,100,33,73,23,31,12,12,2.4890001,9.0039997,2,3,5.6279998,6.1680002,0,0,0,0,0,1
1,1,1,1,1,1,8,102,32,68,19,31,12,13,.27700001,9.8339996,1,3,5.0749998,7.092,0,1,0,0,0,0
