taxableinc,federaltax,hsiblings,hfathereduc,hmothereduc,siblings,lfp,hours,kidsl6,kids618,age,educ,wage,wage76,hhours,hage,heduc,hwage,faminc,mtr,mothereduc,fathereduc,unemployment,largecity,exper
24750,4121,2,7,16,2,0,0,0,2,54,12,0,0,2450,54,13,3.5611999,22610,.72149998,10,10,9.5,1,13
18500,2720,1,7,14,7,0,0,1,0,31,12,0,0,1218,32,8,8.8669996,12092,.75150001,7,7,3,0,3
24400,3571,3,7,14,1,0,0,0,3,53,6,0,0,2040,54,4,1.8515,3777,.94150001,7,7,11,0,0
21300,2437,6,7,7,5,0,0,2,2,35,14,0,0,2600,34,14,8.0768995,36000,.55150002,16,14,3,0,2
18880,2566,1,7,7,8,0,0,1,3,36,12,0,0,2450,40,16,8.9796,26900,.66149998,12,16,7.5,0,0
17930,1962,7,7,3,3,0,0,0,0,59,12,0,0,2717,60,12,6.6617999,32242,.66149998,7,7,11,1,2
35000,6419,1,14,12,3,0,0,0,0,54,16,0,0,2701,54,17,11.107,35020,.58149999,16,17,5,1,1
26000,3707,2,7,12,2,0,0,1,1,37,12,0,0,2600,47,17,14.077,37600,.55150002,7,7,9,1,10
13100,1270,4,7,7,3,0,0,0,0,44,12,0,0,3640,54,10,.41209999,1500,.94150001,7,7,7.5,1,10
24500,3834,1,10,12,6,0,0,1,2,34,17,0,0,2940,40,16,23.809999,96000,.44150001,12,12,5,1,1
39000,3328,8,7,7,3,0,0,0,0,49,12,0,0,1880,50,12,9.5745001,18150,.69150001,7,7,11,0,3
14252,1863,7,7,3,5,0,0,0,0,49,12,0,0,3500,51,12,1.9286,15500,.72149998,7,7,3,0,32
32500,5963,4,7,9,2,0,0,0,0,60,9,0,0,3320,60,8,2.5783,14000,.72149998,7,7,3,0,0
32011,6112,2,12,12,0,0,0,0,0,51,12,0,0,1605,55,12,7.2273998,14756,.72149998,7,7,7.5,1,7
18000,2180,2,7,7,8,0,0,1,1,30,12,0,0,2500,30,14,8.8000002,22000,.66149998,12,10,5,1,5
15500,1519,0,7,0,2,0,0,0,2,47,12,0,0,2400,49,9,7.75,24466,.66149998,7,7,11,1,2
26060,4442,6,7,10,5,0,0,0,4,36,12,0,0,1634,45,17,14.688,24400,.66149998,12,12,7.5,1,5
16200,1843,5,3,12,1,0,0,1,3,35,12,0,0,2260,38,12,10.487,24000,.66149998,7,7,9.5,1,3
18916,2587,7,3,7,2,0,0,0,0,58,12,0,0,3478,53,12,4.0253,15500,.72149998,12,9,11,0,25
16234,1843,4,7,3,2,0,0,1,3,41,14,0,0,2550,42,16,11.765,30800,.62150002,14,12,7.5,0,0
19120,2194,6,7,7,6,0,0,0,1,51,10,0,0,840,52,8,9.5237999,10660,.75150001,7,7,14,1,3
25561,4309,7,10,7,5,0,0,0,0,47,12,0,0,1520,52,12,6.9078999,13350,.72149998,7,7,11,0,10
22000,3020,4,7,12,2,0,0,1,2,45,9,0,0,1920,35,9,5.151,10090,.75150001,12,3,11,0,10
12487,1157,7,7,12,1,0,0,0,0,60,14,0,0,2703,55,17,20.496,55600,.44150001,16,14,14,1,7
20800,2986,1,10,7,1,0,0,1,1,30,16,0,2,1896,46,16,13.555,25700,.66149998,12,12,9.5,1,5
28000,4710,7,3,10,6,0,0,0,0,55,11,0,0,1960,57,13,14.796,29000,.58149999,7,3,5,1,15
39900,8300,3,7,12,0,0,0,1,2,32,12,0,0,3060,50,8,1.6905,7286,.78149998,10,7,3,0,1
28400,4817,2,7,7,3,0,0,0,2,36,12,0,0,2805,38,12,7.2296,37752,.52149999,7,7,3,0,5
18370,2461,4,3,10,3,0,0,0,0,55,12,0,0,1944,53,7,4.1152,13072,.75150001,3,3,14,0,9
18300,2461,2,16,17,2,0,0,0,0,47,12,0,0,1960,47,12,2.9990001,7044,.77149999,3,3,14,0,18
34000,6417,0,9,16,4,0,0,0,1,47,12,0,0,2112,52,8,8.0492001,18200,.69150001,7,7,14,1,1
37330,7126,3,7,10,3,0,0,0,1,37,11,0,0,2544,39,12,8.5769997,27000,.62150002,12,7,3,0,0
17800,1944,3,7,3,6,0,0,0,2,50,12,0,0,1700,53,17,9.3234997,30300,.58149999,10,12,3,0,6
32300,5903,2,9,10,5,0,0,0,3,30,12,0,0,2550,31,12,4.7059002,12000,.75150001,3,7,14,0,1
16308,2258,8,12,0,2,0,0,0,1,48,17,0,0,2080,45,17,9.1345997,31500,.66149998,16,17,3,0,2
14700,1178,4,7,10,1,0,0,0,2,43,10,0,0,2060,49,12,7.7670002,27092,.72149998,10,10,5,1,15
20200,2206,2,7,7,2,0,0,1,0,48,11,0,0,1955,46,8,4.1269002,20968,.75150001,7,7,3,0,25
20000,2164,0,7,10,3,0,0,1,2,41,14,0,0,2500,44,17,10,27000,.66149998,17,7,14,1,1
14592,1919,4,7,12,2,0,0,0,0,50,12,0,0,2750,52,10,4.0727,11225,.75150001,7,10,7.5,1,0
19800,2776,2,14,12,6,0,0,0,0,58,8,0,0,2040,59,5,7.8529,37700,.58149999,3,3,7.5,0,0
9400,772,8,9,7,7,0,0,0,5,38,13,0,0,3275,43,15,7.8168001,28200,.66149998,12,16,7.5,1,0
19640,2516,8,7,3,7,0,0,0,1,37,12,0,0,2400,39,12,9.1667004,34000,.66149998,7,12,5,0,8
25380,3324,2,12,7,3,0,0,0,0,50,16,0,0,2024,51,17,29.643999,63200,.44150001,12,7,9.5,1,22
18900,1242,5,7,9,2,0,0,0,4,42,8,0,0,1840,44,6,4.0760999,7500,.79149997,3,3,7.5,1,5
13600,1753,4,7,7,5,0,0,1,3,37,9,0,0,2033,37,17,8.3620005,17410,.72149998,10,10,9.5,1,10
18100,2636,8,7,7,7,0,0,0,2,41,16,0,0,1946,40,17,12.062,51000,.44150001,16,17,9,1,1
20900,3227,4,7,9,2,0,0,0,2,31,12,0,0,3660,31,12,2.3250999,12916,.75150001,10,7,3,0,1
16120,2216,3,7,7,8,0,0,0,0,51,12,0,0,2088,55,11,10.01,21900,.66149998,7,7,5,1,6
13300,1697,8,7,9,7,0,0,1,2,36,12,0,0,2048,41,12,5.2733998,17640,.75150001,7,7,5,0,4
23300,3792,2,7,12,8,0,0,0,0,54,15,0,0,1920,52,15,10.417,20000,.69150001,14,16,14,0,6
11050,1253,8,7,7,2,0,0,0,0,49,12,0,0,2000,54,12,7.5,15000,.72149998,7,7,14,1,0
16100,2216,8,7,3,7,0,0,1,1,48,9,0,0,2204,47,8,6.3520999,14060,.72149998,10,12,5,0,1
22055,3246,3,7,12,2,0,0,0,2,42,9,0,0,3157,45,10,3.8071001,15825,.72149998,7,14,9.5,0,3
17200,2028,2,3,7,5,0,0,1,2,41,12,0,0,1665,44,14,9.9098997,16510,.72149998,3,16,9.5,1,15
28800,4655,3,16,9,6,0,0,0,0,55,16,0,0,2304,56,11,2.6701,13000,.72149998,12,12,7.5,0,33
13400,1326,3,7,7,4,0,0,0,0,42,9,0,0,2275,46,8,4.3955998,10000,.75150001,7,7,5,1,2
21000,2810,2,10,12,1,0,0,0,1,32,15,0,0,2760,33,17,7.9710002,22000,.66149998,12,12,7.5,1,1
26200,3994,6,7,3,5,0,0,0,2,43,12,0,0,1750,44,14,15.429,29800,.58149999,7,7,7.5,1,10
20628,3161,2,14,12,2,0,0,1,3,33,12,0,0,3366,37,13,1.9854,15000,.72149998,7,7,5,1,0
9300,581,4,7,9,6,0,0,0,1,48,15,0,0,2205,51,16,7.2561998,22300,.72149998,10,14,9.5,1,14
14901,1798,7,7,10,4,0,0,0,2,43,12,0,0,1990,48,9,7.0352001,14550,.72149998,3,16,7.5,1,15
27000,3942,2,7,12,8,0,0,1,3,47,17,0,0,1930,57,16,8.1346998,19730,.69150001,14,12,7.5,1,15
24500,4074,4,12,12,2,0,0,0,0,54,12,0,0,1350,60,12,11.981,35000,.55150002,12,12,7.5,1,10
16700,2342,1,3,7,4,0,0,0,1,51,12,0,0,3340,52,12,5.9921999,21014,.66149998,7,3,7.5,1,6
16615,2321,8,7,12,2,0,0,0,1,51,10,0,0,960,57,10,4.1458001,10876,.75150001,14,7,7.5,0,18
22650,3627,7,14,7,0,0,0,1,1,43,13,0,0,2732,42,13,8.5101995,27850,.62150002,12,10,7.5,0,15
19150,2846,2,12,12,1,0,0,0,0,53,12,0,0,1624,59,8,2.9631,9560,.75150001,0,3,3,0,30
21400,2677,6,7,12,8,0,0,1,1,34,11,0,0,1804,36,12,8.8149004,30300,.62150002,7,7,7.5,0,15
37300,7771,2,17,14,3,0,0,1,1,31,8,0,0,2805,31,10,2.4955001,7720,.78149998,7,7,7.5,0,10
15000,1621,3,7,14,3,0,0,0,0,56,12,0,0,2160,59,8,4.8843002,10550,.75150001,10,7,7.5,1,0
15652,2122,3,12,10,6,0,0,0,1,42,16,0,0,2052,55,15,10.2,24106,.66149998,12,7,9.5,1,0
22457,3340,0,7,3,3,0,0,0,2,32,12,0,0,2250,35,16,10,22995,.66149998,12,14,9.5,1,4
17000,2188,2,7,7,6,0,0,1,3,35,12,0,0,1120,37,12,5.3571,6000,.80150002,12,12,9.5,1,0
47000,10077,2,12,12,7,0,0,1,1,30,12,0,0,2450,36,14,9.7959003,24350,.66149998,14,14,9.5,1,3
23750,3406,6,7,7,5,0,0,0,0,51,10,0,0,3432,50,11,1.3741,7608,.77149999,7,7,7.5,0,20
24126,3260,3,7,10,1,0,0,0,3,47,12,0,0,2700,48,12,3.4630001,28200,.72149998,7,7,3,0,3
57300,15066,2,10,12,0,0,0,0,1,54,12,0,0,2817,55,13,5.0408001,16150,.72149998,3,7,3,0,1
25600,4335,3,10,3,1,0,0,3,0,31,15,0,0,3000,34,17,16.667,51200,.44150001,7,10,7.5,1,5
17000,2405,0,12,12,4,0,0,0,0,47,10,0,0,2125,45,11,4.3294001,12646,.75150001,7,7,5,1,7
28007,4877,3,7,12,8,0,0,0,3,47,14,0,0,1864,42,16,10.193,19000,.69150001,7,7,11,1,6
15620,1732,3,12,12,4,0,0,0,3,40,12,0,0,2400,39,12,7.5833001,19000,.72149998,7,7,7.5,1,2
23300,3792,1,16,16,2,0,0,0,0,48,8,0,0,2160,50,7,4.1204,14400,.75150001,3,3,7.5,0,0
16200,1843,2,7,7,4,0,0,0,7,34,8,0,0,1040,51,7,4.8077002,7232,.94150001,3,7,11,1,10
30080,4947,2,7,7,3,0,0,0,3,38,12,0,0,2450,42,16,3.1531,21943,.75150001,7,10,9.5,1,6
19600,2951,4,7,7,3,0,0,1,3,32,12,0,0,2500,34,16,19,47500,.46149999,7,10,7.5,1,4
10100,565,8,7,7,2,0,0,0,1,48,16,0,0,2131,45,17,6.0535002,28900,.62150002,12,7,7.5,1,8
21000,3028,4,10,12,3,0,0,0,2,41,12,0,0,2165,46,7,3.7874999,12400,.77149999,7,7,7.5,0,18
21660,3192,3,7,10,3,0,0,0,2,49,5,0,0,2230,43,3,2.9287,6531,.78149998,0,0,7.5,0,7
26219,3994,0,12,14,2,0,0,0,0,59,8,0,0,1995,55,12,9.2972002,22422,.69150001,3,7,11,1,15
19500,2930,1,14,7,7,0,0,0,0,58,13,0,0,2025,57,16,9.3827,22200,.66149998,7,7,11,1,7
27000,4441,5,3,3,2,0,0,0,3,41,12,0,0,2450,48,15,26.531,77000,.44150001,7,14,14,1,8
12800,1605,8,7,3,3,0,0,0,2,45,12,0,0,2160,45,12,40.508999,88000,.44150001,10,10,14,1,8
30018,5517,3,16,7,4,0,0,1,1,30,14,0,0,1715,32,17,15.16,26040,.62150002,12,10,11,0,3
14300,1687,3,10,10,6,0,0,0,1,41,12,0,0,3018,42,16,18.964001,63500,.44150001,7,7,7.5,1,10
42200,9091,2,12,12,7,0,0,2,0,30,12,0,0,2216,33,16,5.4152002,12100,.75150001,10,10,7.5,0,9
7800,318,2,7,9,2,0,0,0,1,53,12,0,0,2499,54,12,1.9988,17505,.75150001,12,7,7.5,1,24
23591,3599,6,7,10,6,0,0,0,0,31,12,0,0,2250,37,14,8,18000,.69150001,10,7,7.5,0,12
27641,4602,1,7,7,1,0,0,0,2,43,14,0,0,2116,44,17,11.153,28069,.66149998,12,12,11,1,2
35000,5236,1,7,12,6,0,0,1,1,31,12,0,0,2016,30,14,5.9524002,14000,.75150001,12,14,14,1,6
30200,5301,5,3,14,4,0,0,0,0,51,12,0,0,2470,60,10,2.1194,8117,.75150001,10,3,7.5,1,18
38640,6906,0,17,12,1,0,0,0,0,43,9,0,0,1640,45,12,3.8383999,11895,.77149999,7,7,5,1,17
29000,4709,4,7,3,1,0,0,1,2,31,14,0,0,2016,34,16,17.361,45250,.49149999,16,16,5,1,7
30800,5192,0,12,12,3,0,0,0,0,48,11,0,0,2185,48,12,8.0092001,31106,.69150001,7,10,9.5,1,6
22650,3627,3,16,12,1,0,0,1,1,31,12,0,0,800,33,14,3,4000,.80150002,12,7,9.5,1,10
20000,2600,8,7,12,2,0,0,0,1,44,12,0,0,3022,46,12,10.589,40500,.58149999,7,7,7.5,1,5
33570,6566,1,7,7,3,0,0,0,1,48,11,0,0,1512,50,14,10.913,21620,.72149998,10,7,7.5,1,7
28300,4790,0,7,7,0,0,0,0,1,53,12,0,0,2677,53,12,5.6033001,23426,.72149998,0,0,7.5,1,11
30000,4707,0,12,12,1,0,0,0,3,42,10,0,2.75,3150,44,12,7.9365001,26000,.66149998,3,3,11,1,14
45500,10604,5,7,10,2,0,0,2,6,39,12,0,0,1430,34,12,2.9475999,7840,.94150001,7,0,9.5,1,5
32600,6293,0,7,7,4,0,0,1,2,32,10,0,0,3307,36,4,2.0562,6800,.79149997,7,3,7.5,0,2
16100,1825,0,7,12,3,0,0,0,2,36,12,0,0,3120,39,12,1.3013,5330,.79149997,7,12,14,0,4
32000,4701,8,12,7,5,0,0,0,2,40,13,0,0,3020,43,16,9.2714996,28200,.62150002,10,10,9.5,1,5
18500,2720,4,12,12,8,0,0,2,3,31,12,0,0,2056,33,12,4.8638,10000,.77149999,12,12,7.5,0,14
13000,1642,6,7,12,2,0,0,0,0,43,12,0,0,2383,43,12,1.0898,9952,.75150001,10,3,7.5,0,4
17200,2447,2,7,10,2,0,0,0,0,60,12,0,0,1705,55,8,12.44,24984,.62150002,12,12,14,1,15
18700,2327,4,10,7,8,0,0,0,3,39,9,0,0,3120,48,12,6.0897002,28363,.69150001,7,7,11,1,12
